TranscriptID;ICR_expectedCount;ICR_TPM;ICR2_expectedCount;ICR2_TPM;ICR3_expectedCount;ICR3_TPM;ICR4_expectedCount;ICR4_TPM
MCU_000149-RA;8.22;0.17;0.00;0.00;23.53;0.49;0.00;0.00
MCU_000149-RB;354.42;9.85;623.83;14.37;697.06;19.37;178.91;6.08
MCU_000149-RC;1.36;0.04;3.17;0.09;10.42;0.34;1.09;0.04
MCU_000150-RA;6.00;0.72;8.00;0.79;29.00;3.47;5.00;0.72
MCU_000151-RA;2481.00;124.58;3520.00;146.19;3209.00;161.00;2052.00;125.66
MCU_000152-RA;2.00;0.64;1.00;0.26;4.00;1.28;1.00;0.38
MCU_000153-RA;189.00;6.11;206.00;5.52;240.00;7.75;89.00;3.52
MCU_000154-RA;3.00;0.15;2.00;0.08;1.00;0.05;0.00;0.00
MCU_000155-RA;19.00;2.09;21.00;1.90;25.00;2.74;14.00;1.86
MCU_000156-RA;8868.00;388.13;11303.00;409.36;13780.00;602.65;9648.00;515.41
MCU_000157-RA;369.00;5.30;544.00;6.48;702.00;10.08;199.00;3.50
MCU_000157-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000158-RA;332.92;103.12;299.01;75.32;300.64;92.85;409.83;150.25
MCU_000158-RB;13.08;3.25;18.99;3.85;14.36;3.56;20.17;5.97
MCU_000159-RA;27864.00;645.98;34170.00;656.48;30603.00;709.06;27855.00;790.28
MCU_000161-RA;598.49;21.27;685.85;20.18;640.53;22.75;351.00;15.24
MCU_000161-RB;7.51;0.25;6.15;0.17;8.47;0.28;0.00;0.00
MCU_000163-RA;8.93;0.40;3.08;0.11;11.53;0.52;3.20;0.18
MCU_000163-RB;165.07;8.62;177.92;7.68;223.47;11.66;103.80;6.61
MCU_000164-RA;354.00;41.22;870.00;83.39;889.00;103.37;661.00;93.08
MCU_000165-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000168-RA;13.00;2.20;29.00;4.02;38.00;6.41;8.00;1.63
MCU_000169-RA;0.00;0.00;0.00;0.00;1.00;0.31;0.00;0.00
MCU_000171-RA;49.00;6.75;148.42;16.81;75.03;10.32;30.00;4.99
MCU_000172-RA;3.00;2.34;0.00;0.00;2.00;1.55;1.00;0.90
MCU_000173-RA;0.00;0.00;0.00;0.00;0.29;0.67;0.00;0.00
MCU_000174-RA;0.00;0.00;1.00;0.38;0.00;0.00;0.00;0.00
MCU_000175-RA;123.06;29.32;190.18;36.99;135.00;32.08;83.02;23.58
MCU_000176-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000178-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000179-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000180-RA;1888.00;37.67;2848.00;47.10;3997.00;79.71;1899.00;46.39
MCU_000181-RA;339.00;339.88;520.00;416.12;479.00;477.35;475.00;542.30
MCU_000182-RA;1116.00;321.96;1363.00;320.13;1998.00;574.79;1398.00;478.34
MCU_000183-RA;34.00;21.38;42.00;21.23;99.00;61.97;120.00;87.32
MCU_000184-RA;47.00;7.08;84.00;10.39;214.00;32.18;212.00;38.46
MCU_000186-RA;109.00;17.26;236.00;30.67;345.00;54.53;174.00;33.15
MCU_000187-RA;9.00;9.33;26.00;21.50;25.00;25.76;11.00;12.97
MCU_000188-RA;4.00;2.52;24.00;12.13;42.00;26.29;22.00;16.01
MCU_000189-RA;160.00;24.10;418.59;51.78;275.97;41.50;115.00;20.86
MCU_000190-RA;763.00;69.39;1217.00;91.27;268.00;24.34;301.00;33.21
MCU_000191-RA;1368.00;152.37;1824.00;167.29;1717.00;190.98;1665.00;224.42
MCU_000192-RA;130.12;15.52;257.86;25.30;187.00;22.27;193.42;27.88
MCU_000192-RB;0.00;0.00;0.00;0.00;19.00;1.86;0.00;0.00
MCU_000192-RC;28.88;2.96;48.14;4.07;0.00;0.00;23.58;2.93
MCU_000193-RA;0.00;0.00;1.00;0.18;0.00;0.00;0.00;0.00
MCU_000194-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.47;0.18
MCU_000194-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000194-RC;5.00;0.53;11.00;0.96;3.00;0.32;1.53;0.20
MCU_000195-RA;8077.00;763.49;10041.00;782.51;10273.00;969.88;4508.00;516.78
MCU_000196-RA;1.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000197-RA;236.11;5.35;240.87;4.52;380.90;8.62;142.00;3.93
MCU_000197-RB;0.00;0.00;0.00;0.00;10.10;0.22;0.00;0.00
MCU_000198-RA;79.00;52.05;61.00;32.29;77.00;50.50;145.00;110.38
MCU_000199-RA;1632.00;159.75;2509.00;202.43;1839.73;179.86;1911.00;226.76
MCU_000200-RA;303.00;83.58;250.00;56.18;277.27;76.27;121.00;39.63
MCU_000201-RA;100.00;5.59;98.00;4.53;190.00;10.61;45.00;3.07
MCU_000202-RA;425.98;20.04;1378.34;53.63;22.23;1.04;458.33;26.30
MCU_000202-RB;0.00;0.00;22.35;0.43;0.00;0.00;0.00;0.00
MCU_000202-RC;2016.02;48.89;1915.31;38.49;3598.77;87.22;995.67;29.54
MCU_000203-RA;63.44;7.24;64.67;6.08;44.05;5.02;53.48;7.38
MCU_000203-RB;69.92;2.24;46.24;1.23;81.65;2.61;48.53;1.90
MCU_000203-RC;71.63;2.38;114.08;3.13;157.30;5.22;54.98;2.23
MCU_000204-RA;279.00;95.35;260.00;72.15;216.00;73.58;224.00;90.34
MCU_000206-RA;182.35;11.13;303.89;15.32;209.41;12.76;143.55;10.67
MCU_000206-RB;325.65;19.48;570.11;28.19;427.59;25.56;259.45;18.91
MCU_000207-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000207-RB;101.13;1.22;90.12;0.90;303.55;3.66;34.28;0.51
MCU_000207-RC;59.87;1.66;66.88;1.53;115.45;3.19;46.72;1.58
MCU_000208-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000209-RA;15.16;0.69;33.63;1.27;52.91;2.42;13.66;0.76
MCU_000209-RB;150.46;8.08;279.89;12.44;183.91;9.87;157.34;10.31
MCU_000209-RC;42.73;1.88;66.65;2.43;68.25;3.01;47.85;2.57
MCU_000209-RD;247.65;17.83;298.83;17.77;325.92;23.44;177.15;15.51
MCU_000210-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000211-RA;1384.38;39.94;1615.64;38.61;1807.94;52.13;1078.39;38.05
MCU_000212-RA;0.00;0.00;4.24;0.41;1.04;0.12;0.00;0.00
MCU_000213-RA;1939.36;88.69;2188.48;82.81;2244.93;102.59;1437.76;80.24
MCU_000213-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000213-RC;364.79;40.39;682.75;62.25;183.61;20.30;262.80;35.21
MCU_000213-RD;20.85;1.28;26.78;1.36;18.47;1.13;21.45;1.61
MCU_000214-RA;276.00;12.74;378.00;14.44;382.00;17.62;193.00;10.87
MCU_000215-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000216-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000217-RA;168.44;1.43;186.13;1.31;231.76;1.97;125.92;1.31
MCU_000217-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000217-RC;174.56;1.47;169.87;1.19;209.24;1.76;193.08;1.99
MCU_000218-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000218-RB;59.00;2.93;49.00;2.01;100.00;4.96;93.00;5.63
MCU_000219-RA;213.00;24.69;210.00;20.03;152.00;17.59;126.00;17.66
MCU_000220-RA;28.01;2.21;104.78;6.84;0.75;0.06;39.82;3.83
MCU_000220-RB;111.99;3.26;139.22;3.35;215.25;6.25;71.18;2.53
MCU_000221-RA;1036.00;78.39;1184.00;73.96;1128.00;85.26;1543.00;141.93
MCU_000222-RA;189.72;3.23;69.14;0.98;588.29;10.01;30.96;0.65
MCU_000222-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000222-RC;155.28;4.55;305.86;7.43;70.71;2.07;161.04;5.77
MCU_000223-RA;2160.00;58.04;2384.00;53.07;3535.00;94.93;1461.00;48.02
MCU_000224-RA;21.50;0.92;56.00;1.99;58.00;2.48;23.00;1.20
MCU_000225-RA;80.00;9.19;77.00;7.28;166.00;19.03;56.00;7.78
MCU_000226-RA;1308.57;67.48;1347.44;57.47;1187.29;61.18;1205.44;75.80
MCU_000226-RB;317.33;80.45;408.42;84.47;393.74;99.57;285.11;86.03
MCU_000227-RA;4212.71;233.63;4738.03;217.24;4003.75;221.84;3438.33;232.39
MCU_000227-RB;374.29;23.69;389.97;20.40;354.25;22.40;292.67;22.56
MCU_000228-RA;41.32;1.19;26.59;0.63;22.45;0.65;24.05;0.85
MCU_000228-RB;0.00;0.00;1.05;0.14;2.36;0.38;0.00;0.00
MCU_000228-RC;31.68;0.85;53.35;1.18;15.81;0.42;6.04;0.20
MCU_000228-RD;841.00;23.69;896.01;20.91;1013.38;28.53;466.91;16.09
MCU_000229-RA;92.49;3.37;54.04;1.63;150.38;5.47;31.13;1.38
MCU_000229-RB;411.51;30.04;509.96;30.74;540.62;39.42;370.87;32.92
MCU_000230-RA;526.84;11.34;530.57;9.47;565.12;12.16;490.51;12.92
MCU_000231-RA;584.16;40.34;701.43;40.01;468.88;32.35;471.49;39.62
MCU_000232-RA;0.00;0.00;15.04;0.39;3.15;0.10;0.00;0.00
MCU_000232-RB;323.00;9.12;505.96;11.84;728.85;20.57;266.00;9.19
MCU_000233-RA;33.46;1.14;19.65;0.55;40.47;1.38;25.03;1.04
MCU_000233-RB;83.54;3.00;88.35;2.63;88.53;3.18;53.97;2.37
MCU_000234-RA;352.00;33.32;388.00;30.28;433.00;40.93;309.00;35.47
MCU_000235-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000236-RA;1.20;0.10;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000236-RB;171.80;5.40;269.00;7.00;305.00;9.58;140.00;5.38
MCU_000237-RA;64.00;11.37;72.00;10.48;50.00;8.86;30.00;6.40
MCU_000238-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000239-RA;460.53;7.74;561.17;7.82;786.35;13.22;230.29;4.74
MCU_000239-RB;77.47;1.22;46.83;0.61;77.65;1.22;11.71;0.23
MCU_000240-RA;183.00;54.67;308.00;74.87;207.00;61.66;138.00;48.85
MCU_000241-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000241-RB;68.95;1.57;109.15;2.05;123.38;2.80;52.80;1.47
MCU_000241-RC;0.62;0.01;0.00;0.00;0.00;0.00;0.20;0.01
MCU_000241-RD;3.38;0.06;5.85;0.09;18.38;0.33;0.00;0.00
MCU_000241-RE;1.06;0.10;0.00;0.00;1.24;0.12;0.00;0.00
MCU_000242-RA;625.00;49.88;896.00;59.02;550.00;43.85;468.00;45.38
MCU_000243-RA;23.77;1.10;286.12;10.93;8.62;0.40;101.49;5.72
MCU_000243-RB;17.66;0.59;0.00;0.00;15.68;0.52;0.00;0.00
MCU_000243-RC;555.56;17.81;391.88;10.41;731.71;23.45;249.51;9.78
MCU_000244-RA;18735.00;1974.31;17760.00;1541.79;17018.00;1790.99;13622.00;1738.50
MCU_000245-RA;16696.21;1009.53;13981.41;698.69;15228.74;919.95;13725.83;1010.84
MCU_000245-RB;3787.58;304.91;6384.04;424.13;1622.60;130.48;3928.11;384.17
MCU_000245-RC;2692.20;89.61;3248.54;89.54;2459.66;81.81;1621.06;65.94
MCU_000245-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000246-RA;0.00;0.00;0.00;0.00;47.59;3.18;23.87;1.94
MCU_000246-RB;133.94;9.35;257.49;14.84;55.69;3.88;165.90;14.08
MCU_000246-RC;164.50;8.97;69.62;3.14;159.35;8.68;54.03;3.59
MCU_000246-RD;73.56;3.43;89.89;3.47;59.37;2.77;45.20;2.57
MCU_000247-RA;9.29;1.29;5.48;0.63;5.73;0.80;0.00;0.00
MCU_000247-RB;5.71;0.53;3.52;0.27;7.27;0.67;2.00;0.23
MCU_000247-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000248-RA;431.03;17.74;465.32;15.85;600.00;24.67;309.00;15.53
MCU_000249-RA;419.46;8.89;618.94;10.88;454.23;9.63;392.68;10.19
MCU_000250-RA;2400.00;542.42;2865.28;529.12;1706.14;384.69;1913.93;516.36
MCU_000250-RB;0.00;0.00;25.72;4.30;30.86;6.29;2.07;0.51
MCU_000251-RA;258.00;7.29;345.00;8.08;377.00;10.65;113.00;3.91
MCU_000252-RA;0.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000253-RA;502.00;20.45;644.00;21.72;570.00;23.21;340.00;16.92
MCU_000254-RA;535.00;30.37;532.00;24.97;837.00;47.47;374.00;25.87
MCU_000255-RA;0.00;0.00;1.00;0.60;2.00;1.50;0.00;0.00
MCU_000257-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000258-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000259-RA;45.00;4.12;31.00;2.34;40.00;3.66;10.00;1.11
MCU_000260-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000261-RA;1.80;0.11;0.00;0.00;4.02;0.23;0.00;0.00
MCU_000261-RB;0.00;0.00;3.56;0.17;3.98;0.24;3.68;0.27
MCU_000262-RA;1.20;0.17;1.44;0.17;1.00;0.14;0.32;0.06
MCU_000263-RA;208.00;11.79;284.00;13.31;284.00;16.08;186.00;12.85
MCU_000264-RA;58.96;0.50;62.56;0.44;239.96;2.04;0.00;0.00
MCU_000264-RB;0.00;0.00;24.95;0.17;33.95;0.29;20.68;0.21
MCU_000265-RA;81.04;1.70;125.49;2.18;15.09;0.32;44.32;1.14
MCU_000266-RA;0.00;0.00;15.15;1.03;1.47;0.12;5.71;0.57
MCU_000266-RB;10.72;0.34;0.00;0.00;9.97;0.31;0.00;0.00
MCU_000266-RC;10.98;0.35;14.85;0.39;11.55;0.37;8.29;0.32
MCU_000266-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000266-RE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000266-RF;0.31;0.02;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000266-RG;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000267-RA;223.00;27.07;271.00;27.07;242.00;29.33;175.00;25.67
MCU_000268-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000268-RB;0.00;0.00;0.00;0.00;4.99;0.06;0.00;0.00
MCU_000268-RC;49.00;0.63;53.00;0.56;100.01;1.28;20.59;0.32
MCU_000268-RD;0.00;0.00;0.00;0.00;0.00;0.00;6.41;0.10
MCU_000270-RA;2074.00;206.00;2124.00;173.87;2386.00;236.69;1685.00;202.85
MCU_000271-RA;0.00;0.00;10.00;0.27;12.00;0.40;0.00;0.00
MCU_000271-RB;1.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000272-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000272-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000272-RC;0.00;0.00;0.00;0.00;3.00;0.30;0.00;0.00
MCU_000272-RD;3.75;0.21;9.00;0.42;0.00;0.00;1.00;0.07
MCU_000272-RE;1.25;0.13;0.00;0.00;3.00;0.31;0.00;0.00
MCU_000273-RA;1.00;0.09;0.00;0.00;2.00;0.17;2.00;0.21
MCU_000274-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000275-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000276-RA;17.93;0.31;9.66;0.14;29.94;0.51;13.46;0.28
MCU_000276-RB;7.57;0.09;7.53;0.07;0.00;0.00;0.00;0.00
MCU_000276-RC;0.00;0.00;6.12;0.06;466.21;5.31;0.00;0.00
MCU_000276-RD;145.86;1.80;161.61;1.66;151.66;1.87;96.18;1.46
MCU_000276-RE;204.64;2.42;268.39;2.63;8.19;0.10;61.37;0.89
MCU_000277-RA;328.00;13.42;367.00;12.43;424.00;17.34;193.00;9.64
MCU_000278-RA;227.00;5.28;278.00;5.36;340.00;7.90;128.00;3.64
MCU_000280-RA;738.00;13.54;906.00;13.78;1257.00;23.05;418.00;9.39
MCU_000280-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000281-RA;14.83;0.68;4.06;0.15;0.00;0.00;0.00;0.00
MCU_000281-RB;322.92;13.78;284.88;10.06;393.32;16.77;170.05;8.86
MCU_000281-RC;242.57;11.89;536.85;21.77;339.74;16.64;237.95;14.23
MCU_000281-RD;1.69;0.12;5.21;0.30;4.94;0.35;0.00;0.00
MCU_000282-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000283-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000284-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000285-RA;26.36;0.48;0.00;0.00;0.00;0.00;8.52;0.19
MCU_000285-RB;21.53;0.39;29.24;0.44;108.48;1.97;0.00;0.00
MCU_000285-RC;0.00;0.00;2.03;0.07;0.00;0.00;0.00;0.00
MCU_000285-RD;49.10;1.71;102.73;2.97;34.52;1.20;32.48;1.38
MCU_000286-RA;324.00;14.90;377.00;14.34;367.00;16.86;214.00;12.01
MCU_000288-RA;81.00;2.26;117.00;2.70;105.00;2.93;59.00;2.01
MCU_000288-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000289-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000290-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000291-RA;8.57;0.58;21.35;1.20;6.18;0.42;6.03;0.50
MCU_000291-RB;226.43;15.67;240.65;13.75;199.82;13.81;135.97;11.45
MCU_000293-RA;174.00;4.65;194.00;4.30;244.00;6.52;114.00;3.73
MCU_000294-RA;3.31;1.73;4.01;1.69;1.07;0.56;4.03;2.45
MCU_000296-RA;689.00;18.30;927.00;20.40;1168.51;31.02;432.00;14.04
MCU_000296-RB;0.00;0.00;0.00;0.00;13.49;0.32;0.00;0.00
MCU_000297-RA;887.75;10.37;1073.72;10.40;1238.22;14.45;544.01;7.79
MCU_000297-RB;40.03;0.49;359.50;3.67;188.77;2.32;0.00;0.00
MCU_000298-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000299-RA;775.00;28.89;1081.00;33.36;977.00;36.39;605.00;27.55
MCU_000300-RA;16.18;0.80;171.53;7.02;56.24;2.78;92.27;5.56
MCU_000300-RB;26.05;0.65;8.54;0.18;0.00;0.00;0.00;0.00
MCU_000300-RC;206.87;5.33;188.98;4.03;343.12;8.83;44.11;1.39
MCU_000300-RD;75.90;1.82;51.94;1.03;97.64;2.34;48.62;1.43
MCU_000300-RE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000301-RA;516.18;22.33;645.00;23.09;657.00;28.40;344.00;18.16
MCU_000301-RB;10.82;0.44;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000302-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000303-RA;17.00;0.83;18.00;0.72;31.00;1.50;9.00;0.53
MCU_000304-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000305-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000306-RA;34.52;0.42;31.42;0.32;39.89;0.49;24.03;0.36
MCU_000306-RB;165.10;2.47;138.77;1.72;0.00;0.00;238.83;4.38
MCU_000306-RC;642.50;9.67;831.15;10.37;822.10;12.36;406.60;7.49
MCU_000306-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000307-RA;40.00;1.83;67.00;2.54;49.00;2.24;26.00;1.45
MCU_000308-RA;3.00;0.19;0.00;0.00;17.00;1.05;0.00;0.00
MCU_000308-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000308-RC;0.00;0.00;1.00;0.15;0.00;0.00;2.00;0.43
MCU_000309-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000310-RA;62.24;7.40;58.38;5.71;100.81;11.96;67.35;9.68
MCU_000310-RB;3483.76;427.05;3314.62;334.31;3421.19;418.76;2825.65;418.58
MCU_000311-RA;81.00;12.06;84.00;10.27;77.00;11.44;69.00;12.37
MCU_000312-RA;24.03;0.77;16.41;0.44;20.43;0.66;10.08;0.40
MCU_000312-RB;537.97;19.54;511.72;15.39;755.80;27.43;296.59;13.16
MCU_000312-RC;0.00;0.00;34.87;1.11;33.77;1.30;108.34;5.10
MCU_000313-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000314-RA;0.00;0.00;5.55;0.12;0.00;0.00;0.00;0.00
MCU_000314-RB;179.13;4.88;161.30;3.64;393.38;10.71;78.58;2.62
MCU_000314-RC;77.87;3.70;244.16;9.61;120.62;5.73;119.42;6.93
MCU_000315-RA;5.00;0.12;15.00;0.29;6.00;0.14;9.00;0.26
MCU_000317-RA;1337.00;686.14;1419.00;587.35;1235.00;631.22;970.00;579.97
MCU_000318-RA;2224.00;79.16;2670.00;78.69;1944.00;69.15;1473.92;64.10
MCU_000319-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000320-RA;59.62;4.73;80.67;5.28;156.55;12.40;71.47;6.89
MCU_000320-RB;53.34;1.11;138.36;2.38;105.92;2.20;46.12;1.17
MCU_000321-RA;295.25;5.67;204.66;3.26;289.05;5.54;76.66;1.80
MCU_000321-RB;196.79;3.84;213.31;3.45;187.48;3.65;175.75;4.19
MCU_000321-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000322-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000322-RB;130.83;4.37;174.53;4.83;375.47;12.53;89.44;3.65
MCU_000322-RC;60.06;1.97;0.00;0.00;44.07;1.45;0.00;0.00
MCU_000322-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000322-RE;123.11;10.37;220.47;15.32;111.46;9.38;117.56;12.03
MCU_000323-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000324-RA;533.09;37.87;674.80;39.59;645.21;45.79;399.85;34.55
MCU_000324-RB;45.91;3.14;34.20;1.93;31.79;2.17;26.15;2.17
MCU_000325-RA;26.00;3.24;25.00;2.56;33.00;4.10;13.00;1.95
MCU_000326-RA;5.81;0.16;0.58;0.01;73.41;2.01;0.00;0.00
MCU_000326-RB;39.19;0.94;71.42;1.41;31.59;0.75;23.00;0.67
MCU_000326-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000327-RA;40.31;0.60;76.90;0.95;104.45;1.56;18.66;0.34
MCU_000327-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000327-RC;5.05;0.07;0.00;0.00;10.24;0.14;0.00;0.00
MCU_000327-RD;7.64;0.81;20.10;1.75;4.31;0.46;16.34;2.10
MCU_000328-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000329-RA;38.00;1.45;15.00;0.47;78.00;2.98;13.00;0.61
MCU_000330-RA;10.80;0.20;25.17;0.38;15.19;0.28;14.13;0.32
MCU_000330-RB;984.06;19.31;1404.14;22.84;1169.31;22.94;821.15;19.73
MCU_000331-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000332-RA;296.46;20.61;402.71;23.12;313.55;21.77;214.01;18.10
MCU_000332-RB;5.54;0.36;6.29;0.34;24.45;1.57;7.99;0.63
MCU_000333-RA;1144.00;133.42;1928.00;185.08;1131.00;131.71;1102.00;155.43
MCU_000334-RA;34.55;1.23;62.19;1.84;34.11;1.22;10.57;0.46
MCU_000334-RB;0.00;0.00;0.00;0.00;27.06;0.93;0.00;0.00
MCU_000334-RC;19.10;0.63;11.33;0.31;9.32;0.31;16.26;0.66
MCU_000334-RD;0.00;0.00;0.00;0.00;14.97;0.48;0.00;0.00
MCU_000334-RE;0.00;0.00;0.15;0.01;0.00;0.00;0.00;0.00
MCU_000335-RA;531.65;4.82;1030.58;7.74;834.73;7.56;276.19;3.07
MCU_000335-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000335-RC;118.35;0.95;132.42;0.88;527.27;4.24;84.81;0.84
MCU_000335-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000336-RA;428.34;16.05;304.17;9.43;592.70;22.19;331.52;15.17
MCU_000336-RB;141.66;4.95;225.83;6.53;129.30;4.51;77.48;3.31
MCU_000337-RA;197.00;10.01;264.00;11.10;179.00;9.09;170.00;10.54
MCU_000338-RA;23.40;1.60;278.31;15.69;59.20;4.04;41.94;3.48
MCU_000338-RB;44.89;1.78;72.09;2.36;78.56;3.11;0.00;0.00
MCU_000338-RC;662.72;26.96;708.59;23.86;1207.45;49.08;519.06;25.78
MCU_000338-RD;0.00;0.00;0.00;0.00;8.79;0.36;0.00;0.00
MCU_000339-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000339-RB;294.00;15.04;459.00;19.42;373.00;19.06;257.00;16.03
MCU_000340-RA;7.64;0.55;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000340-RB;122.36;5.42;154.00;5.64;177.00;7.83;61.00;3.30
MCU_000341-RA;127.00;4.66;92.00;2.79;130.00;4.76;59.00;2.64
MCU_000342-RA;147.25;4.33;98.38;2.39;207.39;6.09;35.06;1.26
MCU_000342-RB;44.75;2.09;173.62;6.72;83.61;3.91;63.94;3.65
MCU_000343-RA;24.00;1.36;44.00;2.07;26.00;1.48;8.00;0.55
MCU_000344-RA;848.55;146.17;828.35;117.00;583.23;100.27;572.91;118.54
MCU_000344-RB;79.45;12.94;91.65;12.24;111.77;18.17;54.09;10.59
MCU_000345-RA;1465.00;92.02;1903.00;98.78;1236.00;77.57;845.00;64.63
MCU_000346-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000346-RB;128.35;2.24;151.34;2.19;117.41;2.05;22.59;0.48
MCU_000346-RC;0.00;0.00;4.48;0.06;19.73;0.33;12.72;0.26
MCU_000347-RA;134.65;1.74;233.18;2.49;168.86;2.17;106.68;1.68
MCU_000348-RA;517.73;25.72;725.00;29.79;802.00;39.81;437.00;26.48
MCU_000348-RB;43.27;2.06;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000349-RA;60.00;4.75;69.00;4.51;78.66;6.22;44.00;4.24
MCU_000350-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000351-RA;93.00;4.87;155.00;6.72;122.00;6.39;90.00;5.75
MCU_000352-RA;1751.00;80.33;2041.00;77.46;1842.00;84.43;1116.00;62.47
MCU_000353-RA;257.74;5.82;312.41;5.85;552.26;12.47;187.87;5.20
MCU_000353-RB;265.26;6.08;337.59;6.41;338.74;7.76;116.13;3.26
MCU_000354-RA;77.00;3.04;103.00;3.37;130.00;5.13;65.00;3.14
MCU_000355-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_000356-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
