TranscriptID;ICR_expectedCount;ICR_TPM;ICR2_expectedCount;ICR2_TPM;ICR3_expectedCount;ICR3_TPM;ICR4_expectedCount;ICR4_TPM
MCOS_0000000601-mRNA-1;77.00;12.68;123.00;16.61;95.00;15.61;97.00;19.20
MCOS_0000001101-mRNA-1;14.44;5.24;41.07;12.09;6.07;2.20;15.90;6.80
MCOS_0000001301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000003001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000008401-mRNA-1;14.00;1.11;19.00;1.24;45.00;3.55;10.00;0.96
MCOS_0000008501-mRNA-1;22.00;2.01;43.00;3.24;37.00;3.37;26.00;2.88
MCOS_0000008601-mRNA-1;1.00;0.82;0.00;0.00;2.00;1.63;1.00;0.94
MCOS_0000010301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000010501-mRNA-1;3.57;0.33;3.13;0.24;6.06;0.56;0.00;0.00
MCOS_0000011201-mRNA-1;60.94;9.65;47.62;6.19;45.73;7.23;19.73;3.76
MCOS_0000011901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000012301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000013601-mRNA-1;36.17;2.48;67.85;3.84;66.09;4.53;9.36;0.78
MCOS_0000014101-mRNA-1;0.00;0.00;4.23;0.34;1.33;0.13;0.00;0.00
MCOS_0000014501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000015701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000015801-mRNA-1;8.00;0.24;2.00;0.05;7.00;0.21;2.00;0.07
MCOS_0000016001-mRNA-1;155.01;24.44;87.05;11.26;175.99;27.70;197.71;37.51
MCOS_0000019001-mRNA-1;33.51;10.78;35.94;9.39;22.94;7.35;37.83;14.38
MCOS_0000021101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000021701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000023601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000025001-mRNA-1;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00
MCOS_0000025201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000025401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000025801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000026401-mRNA-1;3043.00;196.12;3242.00;172.64;3424.00;220.46;2311.00;181.32
MCOS_0000026501-mRNA-1;4909.00;328.33;6838.00;377.82;6891.00;460.45;4338.00;353.10
MCOS_0000026801-mRNA-1;0.00;0.00;2.00;0.61;0.00;0.00;1.00;0.44
MCOS_0000027501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000027701-mRNA-1;7.31;0.32;32.29;1.18;28.57;1.26;0.00;0.00
MCOS_0000028001-mRNA-1;9.00;2.46;11.00;2.45;18.00;4.90;3.00;0.97
MCOS_0000028601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;5.07;1.14
MCOS_0000029401-mRNA-1;28.00;29.36;21.00;17.56;34.00;35.43;23.00;27.42
MCOS_0000029601-mRNA-1;1.00;0.95;0.00;0.00;1.00;0.94;0.00;0.00
MCOS_0000029701-mRNA-1;8.00;1.48;5.00;0.76;19.00;3.52;2.00;0.45
MCOS_0000030701-mRNA-1;10.39;0.71;16.79;0.95;0.86;0.06;8.46;0.70
MCOS_0000033401-mRNA-1;2.03;3.57;1.02;1.42;2.12;3.70;0.00;0.00
MCOS_0000033701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000033901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000034001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000035801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000035901-mRNA-1;1.00;0.27;0.00;0.00;2.00;0.54;0.00;0.00
MCOS_0000036401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000036501-mRNA-1;0.00;0.00;0.00;0.00;2.00;2.60;1.00;1.48
MCOS_0000037501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000037601-mRNA-1;102.00;83.42;70.00;45.83;89.00;72.40;48.00;45.02
MCOS_0000039201-mRNA-1;30.84;1.49;58.00;2.32;57.29;2.77;27.00;1.60
MCOS_0000040301-mRNA-1;207.00;431.97;199.00;328.24;187.00;386.91;203.00;470.40
MCOS_0000040801-mRNA-1;0.00;0.00;1.00;0.29;0.00;0.00;0.00;0.00
MCOS_0000042901-mRNA-1;0.00;0.00;0.00;0.00;0.07;0.01;0.00;0.00
MCOS_0000043101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000045001-mRNA-1;1107.00;1448.64;1701.00;1769.98;1170.00;1520.46;1963.00;2898.40
MCOS_0000046101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000046901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000048001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000049601-mRNA-1;0.00;0.00;8.00;1.01;3.00;0.46;3.00;0.56
MCOS_0000050801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000050901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000052101-mRNA-1;2.44;1.28;5.72;2.41;4.51;2.35;0.00;0.00
MCOS_0000052701-mRNA-1;282.71;72.41;280.26;58.55;198.93;50.82;246.40;75.09
MCOS_0000052801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000054101-mRNA-1;4.82;0.74;0.00;0.00;4.66;0.71;0.00;0.00
MCOS_0000054201-mRNA-1;0.00;0.00;0.00;0.00;14.13;3.40;0.00;0.00
MCOS_0000054301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000054601-mRNA-1;4.18;2.07;4.97;1.98;0.00;0.00;0.00;0.00
MCOS_0000056601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.30
MCOS_0000057801-mRNA-1;1.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00
MCOS_0000058001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000058101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000059501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000059601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000060201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000060401-mRNA-1;0.00;0.00;0.00;0.00;6.71;1.95;0.81;0.28
MCOS_0000060501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000060701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000062101-mRNA-1;154.26;65.86;182.06;62.89;125.35;53.33;95.17;47.62
MCOS_0000062401-mRNA-1;906.80;87.61;970.01;77.25;1215.14;117.25;757.27;88.70
MCOS_0000062701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000063301-mRNA-1;2229.00;3791.89;2340.00;3154.42;1437.00;2425.38;1977.00;3760.77
MCOS_0000064201-mRNA-1;185.78;29.99;296.86;39.32;206.14;33.22;134.19;26.05
MCOS_0000067201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000067401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000068101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000068501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000070301-mRNA-1;6841.00;6108.31;6359.00;4539.57;4442.00;3943.86;5158.00;5265.49
MCOS_0000070801-mRNA-1;12.52;2.18;1.02;0.15;0.53;0.09;4.47;0.93
MCOS_0000071301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000072001-mRNA-1;2.03;0.67;6.42;1.72;0.00;0.00;0.00;0.00
MCOS_0000072301-mRNA-1;2.00;0.36;11.00;1.62;11.00;1.98;2.00;0.43
MCOS_0000073401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000073701-mRNA-1;169.00;16.33;209.00;16.65;167.00;16.11;126.00;14.76
MCOS_0000073801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000074401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000074701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000075101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000077201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000078801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000079001-mRNA-1;464.32;36.82;633.11;41.44;476.62;37.75;332.35;32.02
MCOS_0000079301-mRNA-1;0.00;0.00;4.00;0.90;3.00;0.83;0.00;0.00
MCOS_0000081101-mRNA-1;2.00;0.34;7.00;0.97;23.00;3.88;5.00;1.02
MCOS_0000081601-mRNA-1;288.00;104.49;236.00;69.45;195.00;70.52;246.00;105.14
MCOS_0000082401-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.47;0.00;0.00
MCOS_0000082701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000084201-mRNA-1;147.00;13.98;150.00;11.76;299.00;28.41;88.00;10.15
MCOS_0000084301-mRNA-1;886.00;78.84;1486.00;109.06;1021.00;90.74;696.00;75.16
MCOS_0000085701-mRNA-1;0.00;0.00;5.61;0.59;0.00;0.00;0.00;0.00
MCOS_0000087001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000087501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000087801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000088201-mRNA-1;1167.00;2435.31;1311.00;2162.41;1043.00;2158.00;2224.00;5153.59
MCOS_0000091701-mRNA-1;352.00;63.42;355.00;52.42;430.00;77.32;372.00;80.43
MCOS_0000092801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000092901-mRNA-1;2.18;0.07;0.00;0.00;0.00;0.00;4.51;0.17
MCOS_0000094801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000095301-mRNA-1;237.00;276.39;294.00;273.07;204.00;236.35;242.00;319.70
MCOS_0000099001-mRNA-1;75.89;9.92;90.61;9.74;62.00;8.09;49.17;7.76
MCOS_0000101001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000102801-mRNA-1;57.00;13.49;97.00;18.75;71.00;16.77;28.00;7.90
MCOS_0000102901-mRNA-1;11.00;11.94;15.00;12.98;9.00;9.71;2.00;2.47
MCOS_0000105401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000106601-mRNA-1;33.32;6.68;17.87;2.93;67.98;13.60;20.90;5.02
MCOS_0000109901-mRNA-1;1522.05;449.40;1585.74;381.04;1550.84;456.58;1365.88;477.99
MCOS_0000111301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000113901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000116301-mRNA-1;21.66;1.91;19.53;1.42;77.02;6.77;14.00;1.50
MCOS_0000117301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000118001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000120001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000120101-mRNA-1;148.10;50.16;168.46;46.34;102.85;34.73;111.11;44.43
MCOS_0000120501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000121001-mRNA-1;0.01;0.01;4.70;4.70;0.00;0.00;0.12;0.17
MCOS_0000122601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000123301-mRNA-1;277.00;27.29;339.00;27.53;381.00;37.49;220.00;26.28
MCOS_0000123701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000123901-mRNA-1;133.00;13.05;114.00;9.22;137.00;13.43;129.00;15.35
MCOS_0000124001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000124101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000125601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000126001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000126601-mRNA-1;1.00;0.20;1.00;0.16;0.00;0.00;0.00;0.00
MCOS_0000126801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000127801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000128501-mRNA-1;275.10;50.30;322.57;48.32;339.40;61.93;266.24;58.39
MCOS_0000128901-mRNA-1;0.41;0.64;0.00;0.00;0.00;0.00;3.62;6.30
MCOS_0000129301-mRNA-1;204.81;182.88;233.48;166.68;221.77;196.90;237.93;242.89
MCOS_0000129801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000130201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000130401-mRNA-1;6.20;2.66;13.55;4.70;1.64;0.70;12.52;6.30
MCOS_0000130601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000131701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000134501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000134701-mRNA-1;12.95;1.46;7.30;0.68;19.54;2.19;1.38;0.19
MCOS_0000137101-mRNA-1;155.23;24.12;189.03;24.11;170.56;26.45;136.41;25.51
MCOS_0000138501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.41
MCOS_0000139401-mRNA-1;253.94;27.91;224.29;20.30;323.18;35.47;225.61;30.01
MCOS_0000141801-mRNA-1;1.10;0.10;1.13;0.08;2.17;0.19;1.09;0.12
MCOS_0000142401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000144701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000147701-mRNA-1;200.00;72.56;204.00;60.04;183.00;66.18;152.00;64.97
MCOS_0000148101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000148601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000149501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000149601-mRNA-1;0.53;0.25;0.00;0.00;2.56;1.19;2.15;1.17
MCOS_0000150001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000150801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000151201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000151301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000152701-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.09;0.00;0.00
MCOS_0000153601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000154001-mRNA-1;133.16;7.92;108.23;5.32;207.77;12.35;70.75;5.13
MCOS_0000156901-mRNA-1;6.77;10.49;21.59;26.56;2.57;3.95;5.60;9.75
MCOS_0000158101-mRNA-1;3.07;0.91;1.04;0.25;0.00;0.00;0.00;0.00
MCOS_0000161201-mRNA-1;1.00;0.82;1.00;0.65;0.00;0.00;0.00;0.00
MCOS_0000164001-mRNA-1;0.00;0.00;0.00;0.00;9.35;0.38;0.00;0.00
MCOS_0000164101-mRNA-1;0.00;0.00;0.00;0.00;1.00;1.54;0.00;0.00
MCOS_0000165601-mRNA-1;24.00;2.73;41.00;3.85;32.00;3.64;12.00;1.65
MCOS_0000166701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000168101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000170201-mRNA-1;56.46;5.75;102.27;8.58;51.36;5.22;43.83;5.40
MCOS_0000171801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000172301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000175501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000176001-mRNA-1;374.50;78.25;446.86;76.37;265.59;55.37;262.32;65.55
MCOS_0000176101-mRNA-1;4.74;0.44;0.00;0.00;0.00;0.00;0.87;0.10
MCOS_0000177301-mRNA-1;343.00;2.72;505.00;3.32;1186.00;9.40;166.00;1.61
MCOS_0000179401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000179501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000179701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000180501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000181001-mRNA-1;764.00;1434.65;845.00;1255.82;765.00;1424.77;726.00;1519.31
MCOS_0000181401-mRNA-1;10.00;2.51;9.00;1.84;7.13;1.78;4.00;1.20
MCOS_0000181901-mRNA-1;1013.00;84.10;1089.00;74.60;1162.00;96.36;710.00;71.59
MCOS_0000182601-mRNA-1;125.48;5.04;281.16;9.35;141.77;5.69;71.40;3.50
MCOS_0000184101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000185201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000186201-mRNA-1;86.29;2.13;74.52;1.52;169.18;4.17;29.94;0.90
MCOS_0000187301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.21
MCOS_0000187501-mRNA-1;388.18;575.79;441.21;519.53;360.36;530.58;510.45;850.63
MCOS_0000187701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000188501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000188601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.01
MCOS_0000189201-mRNA-1;28.18;7.00;61.03;12.37;29.51;7.32;23.90;7.07
MCOS_0000192401-mRNA-1;0.00;0.00;2.30;0.62;8.57;2.82;4.81;1.88
MCOS_0000193301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000195401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000196201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000197801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000198701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000198901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000201401-mRNA-1;12.52;5.56;12.00;4.31;25.37;11.22;9.00;4.68
MCOS_0000201801-mRNA-1;4.00;1.08;4.00;0.88;2.00;0.54;0.00;0.00
MCOS_0000202601-mRNA-1;87.30;11.48;99.42;10.75;129.75;17.03;95.83;15.21
MCOS_0000203001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000203901-mRNA-1;6.58;2.92;11.04;3.96;14.39;6.36;8.98;4.66
MCOS_0000204301-mRNA-1;471.50;38.12;669.60;44.68;501.78;40.53;376.10;36.94
MCOS_0000205401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000205901-mRNA-1;311.86;89.97;449.93;105.68;284.88;81.96;300.24;102.73
MCOS_0000206901-mRNA-1;0.00;0.00;7.51;1.21;0.00;0.00;11.50;2.72
MCOS_0000207001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000207801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000209001-mRNA-1;12.97;1.38;12.98;1.13;10.49;1.11;14.56;1.87
MCOS_0000209501-mRNA-1;103.71;8.67;210.30;14.50;127.06;10.61;60.16;6.11
MCOS_0000209901-mRNA-1;11.00;7.13;21.00;10.94;13.00;8.39;4.00;3.00
MCOS_0000210101-mRNA-1;2397.00;377.13;2067.00;266.92;1707.00;268.09;1350.00;255.58
MCOS_0000210301-mRNA-1;375.00;471.75;395.00;395.33;327.00;408.57;373.00;530.15
MCOS_0000210901-mRNA-1;42.56;16.87;36.10;11.59;1.12;0.44;51.54;24.00
MCOS_0000211401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000211501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000211701-mRNA-1;0.00;0.00;2.00;0.08;0.00;0.00;0.00;0.00
MCOS_0000211801-mRNA-1;0.00;0.00;2.00;0.62;0.00;0.00;0.00;0.00
MCOS_0000211901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000212001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000213301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000213401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000214001-mRNA-1;0.00;0.00;1.00;0.36;0.00;0.00;0.00;0.00
MCOS_0000214701-mRNA-1;839.05;186.26;1225.59;222.35;739.01;163.67;670.82;177.84
MCOS_0000216401-mRNA-1;353.86;83.77;481.46;93.06;298.08;70.39;305.59;86.26
MCOS_0000216901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000219401-mRNA-1;0.00;0.00;2.00;1.67;1.00;1.04;0.00;0.00
MCOS_0000219601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000219901-mRNA-1;0.00;0.00;3.34;0.63;0.00;0.00;0.00;0.00
MCOS_0000220301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000221701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000221901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000222601-mRNA-1;273.00;76.99;320.00;73.50;210.00;59.06;203.00;67.94
MCOS_0000223901-mRNA-1;0.00;0.00;2.00;2.97;0.00;0.00;0.00;0.00
MCOS_0000225901-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.11;0.00;0.00
MCOS_0000226501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000227801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000229901-mRNA-1;336.00;24.97;488.00;29.94;425.00;31.55;267.00;24.12
MCOS_0000231101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000231401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000232501-mRNA-1;9.00;3.01;4.00;1.09;15.00;5.00;4.00;1.58
MCOS_0000234501-mRNA-1;2.00;0.55;2.00;0.44;2.00;0.54;6.00;1.94
MCOS_0000238401-mRNA-1;76.98;7.90;100.89;8.53;88.35;9.05;48.90;6.08
MCOS_0000239501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000239601-mRNA-1;53.00;2.23;90.00;3.13;85.00;3.57;27.00;1.39
MCOS_0000240201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000240501-mRNA-1;42.09;12.01;52.01;12.08;72.76;20.69;45.13;15.27
MCOS_0000241201-mRNA-1;2.00;0.22;0.00;0.00;1.00;0.11;0.00;0.00
MCOS_0000241301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000244401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000244501-mRNA-1;7.62;0.81;14.51;1.27;4.00;0.43;10.90;1.41
MCOS_0000245901-mRNA-1;267.50;48.20;329.66;48.68;404.23;72.69;297.47;64.32
MCOS_0000247401-mRNA-1;113.34;107.67;127.02;96.39;82.01;77.45;104.70;113.47
MCOS_0000247701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000248001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000248501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000249301-mRNA-1;382.00;62.07;393.00;52.39;347.00;56.28;264.00;51.58
MCOS_0000249601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000249801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000251101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000252301-mRNA-1;20724.00;1356.81;23873.75;1291.33;21531.35;1408.31;7806.73;622.13
MCOS_0000253101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000253201-mRNA-1;34.00;2.24;77.00;4.20;40.00;2.64;17.00;1.37
MCOS_0000253301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000253401-mRNA-1;27.00;3.12;14.00;1.33;45.00;5.19;5.00;0.70
MCOS_0000254101-mRNA-1;63.16;12.67;88.99;14.60;82.26;16.46;77.46;18.60
MCOS_0000254801-mRNA-1;58.25;5.46;174.81;13.50;42.87;4.01;87.58;9.95
MCOS_0000255601-mRNA-1;3.35;3.91;18.47;17.15;6.36;7.37;1.77;2.34
MCOS_0000256301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
