TranscriptID B1_expectedCount B1_TPM B2_expectedCount B2_TPM B3_expectedCount B3_TPM B4_expectedCount B4_TPM
MCU_011664-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011666-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011667-RA 222.17 12.90 247.47 15.53 172.09 16.16 247.79 17.20
MCU_011667-RB 111.83 9.07 56.53 4.97 43.91 5.77 80.21 7.81
MCU_011668-RA 276.00 12.23 621.00 29.69 220.00 15.74 436.00 23.03
MCU_011669-RA 1556.00 132.09 1770.00 163.16 1003.00 138.12 1670.00 170.48
MCU_011671-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011671-RB 141.00 2.58 536.00 10.52 139.00 4.09 455.00 9.86
MCU_011672-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011673-RA 0.00 0.00 0.00 0.00 2.00 0.88 0.00 0.00
MCU_011674-RA 39.00 1.87 72.00 3.72 30.00 2.32 79.00 4.51
MCU_011675-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011676-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011677-RA 23516.00 991.27 41989.00 1908.34 20401.00 1387.82 34041.00 1709.51
MCU_011678-RA 40.00 1.59 177.00 7.57 67.00 4.29 153.00 7.23
MCU_011679-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011680-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011681-RA 90.00 6.37 143.00 10.97 96.00 11.01 121.00 10.27
MCU_011683-RA 1698.00 83.42 6043.00 320.48 2443.00 193.86 6242.00 365.91
MCU_011684-RA 848.00 17.39 1314.00 28.95 542.00 17.89 1214.00 29.53
MCU_011685-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011688-RA 1.00 0.40 4.00 1.79 1.00 0.66 1.00 0.50
MCU_011689-RA 45.00 3.95 136.00 12.97 33.00 4.70 93.00 9.82
MCU_011690-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011690-RB 584.00 38.81 3094.00 222.59 1198.00 128.86 2790.00 222.06
MCU_011691-RA 2647.00 246.18 1635.00 165.35 1716.00 259.14 1445.00 161.90
MCU_011692-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011694-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011695-RA 51.84 2.18 177.00 8.02 44.57 3.02 140.00 7.01
MCU_011695-RB 16.16 0.68 0.00 0.00 20.43 1.38 0.00 0.00
MCU_011696-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011697-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011698-RA 12.78 0.40 52.39 1.74 31.27 1.56 52.04 1.91
MCU_011698-RB 7.08 0.20 15.59 0.48 3.22 0.15 3.68 0.13
MCU_011698-RC 4.25 0.14 26.42 0.95 3.24 0.18 16.89 0.67
MCU_011698-RD 32.51 1.05 52.01 1.81 23.96 1.25 60.06 2.31
MCU_011698-RE 10.38 0.33 22.09 0.75 0.00 0.00 13.95 0.52
MCU_011698-RF 0.00 0.00 4.50 0.14 8.30 0.38 9.38 0.32
MCU_011699-RA 503.89 112.47 266.96 66.13 274.00 100.75 256.00 70.65
MCU_011700-RA 36.00 0.96 58.00 1.65 26.00 1.11 46.00 1.45
MCU_011701-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011702-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011704-RA 639.00 24.87 1278.00 53.60 586.00 36.79 1248.00 57.83
MCU_011705-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011706-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011707-RA 4090.00 189.20 5599.00 279.44 3022.00 225.71 5042.00 278.12
MCU_011708-RA 345.00 11.37 463.00 16.43 221.00 11.74 402.00 15.75
MCU_011709-RA 529.00 20.48 1258.00 52.48 527.00 32.91 1041.00 47.98
MCU_011710-RA 14.01 2.33 24.44 4.47 12.00 3.26 17.00 3.45
MCU_011711-RA 0.00 0.00 137.00 5.15 32.00 1.80 106.51 4.42
MCU_011711-RB 50.00 1.93 5.00 0.21 0.00 0.00 15.49 0.71
MCU_011712-RA 0.00 0.00 0.00 0.00 0.20 0.56 0.00 0.00
MCU_011714-RA 4.00 4.95 0.00 0.00 1.00 2.10 0.82 1.33
MCU_011715-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011715-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011716-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.90 0.07
MCU_011716-RB 571.00 11.49 1713.00 37.01 581.00 18.81 1478.10 35.25
MCU_011717-RA 9.00 0.42 5.00 0.25 4.00 0.30 16.00 0.90
MCU_011718-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011719-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011720-RA 44.00 1.03 210.00 5.31 99.00 3.75 214.00 5.97
MCU_011721-RA 46.00 9.66 70.00 16.28 27.00 9.32 63.00 16.31
MCU_011722-RA 10.00 0.90 89.00 8.70 27.00 3.94 89.00 9.63
MCU_011723-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011723-RB 3177.76 298.81 2438.00 249.33 1282.00 195.77 2085.00 236.25
MCU_011724-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011724-RB 0.00 0.00 7.66 0.10 2.00 0.04 9.70 0.14
MCU_011724-RC 0.00 0.00 3.40 0.53 0.00 0.00 9.33 1.60
MCU_011725-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011727-RA 1086.06 89.38 904.14 80.77 988.00 131.87 874.00 86.45
MCU_011728-RA 4.00 0.61 42.00 7.01 13.00 3.23 38.00 7.05
MCU_011729-RA 454.00 11.76 1387.00 38.62 567.00 23.65 1037.00 31.88
MCU_011730-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011732-RA 1541.00 40.07 2317.00 64.78 1129.00 47.28 1841.00 56.82
MCU_011733-RA 740.00 33.40 1440.00 70.11 697.00 50.79 1327.51 71.43
MCU_011734-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011735-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011736-RA 3.00 0.31 3.00 0.34 1.00 0.17 12.00 1.50
MCU_011737-RA 138.00 6.55 203.00 10.39 132.00 10.11 169.00 9.56
MCU_011738-RA 22.82 0.46 176.99 3.82 36.60 1.18 111.95 2.67
MCU_011738-RB 17.89 0.37 28.99 0.65 0.00 0.00 0.00 0.00
MCU_011738-RC 0.00 0.00 177.12 3.75 33.05 1.05 184.19 4.30
MCU_011738-RD 0.00 0.00 0.00 0.00 40.57 1.36 56.86 1.40
MCU_011738-RE 62.30 1.37 53.89 1.28 1.78 0.06 0.00 0.00
MCU_011739-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.60
MCU_011740-RA 7205.00 1270.87 6427.00 1249.51 4706.00 1360.97 6027.00 1303.34
MCU_011741-RA 4262.00 204.49 3334.00 172.63 2547.00 197.35 3328.00 190.47
MCU_011742-RA 107.00 14.14 151.00 21.83 73.00 15.73 144.00 23.11
MCU_011743-RA 2.27 0.07 0.00 0.00 0.00 0.00 20.43 0.74
MCU_011743-RB 0.00 0.00 106.00 3.15 25.79 1.15 103.49 3.40
MCU_011743-RC 0.00 0.00 0.00 0.00 0.00 0.00 26.45 0.92
MCU_011743-RD 0.00 0.00 0.00 0.00 0.21 0.03 0.00 0.00
MCU_011743-RE 1.73 0.21 0.00 0.00 0.00 0.00 4.63 0.67
MCU_011744-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011745-RA 35.00 0.32 227.00 2.26 47.00 0.70 193.00 2.12
MCU_011745-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011745-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011746-RA 2.00 0.18 16.00 1.54 6.00 0.86 27.00 2.88
MCU_011747-RA 1.00 0.03 15.00 0.55 0.00 0.00 0.00 0.00
MCU_011747-RB 0.00 0.00 0.00 0.00 3.00 0.19 15.86 0.75
MCU_011748-RA 11.46 1.76 35.99 6.09 13.45 3.39 22.46 4.22
MCU_011748-RB 7.54 0.72 597.01 61.95 94.55 14.65 423.54 48.70
MCU_011749-RA 28.00 2.04 43.00 3.39 19.00 2.24 42.00 3.66
MCU_011750-RA 2.00 0.60 1.00 0.33 0.00 0.00 0.00 0.00
MCU_011751-RA 1055.00 97.20 1244.00 124.62 679.00 101.57 1091.00 121.08
MCU_011752-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011753-RA 383.42 10.12 555.37 15.76 211.00 8.97 467.62 14.65
MCU_011754-RA 10.58 28.32 18.63 59.57 8.00 36.47 15.38 55.09
MCU_011755-RA 27.00 54.65 23.00 55.31 9.00 31.00 14.00 37.73
MCU_011756-RA 0.00 0.00 30.80 1.54 0.00 0.00 0.00 0.00
MCU_011756-RB 97.00 4.62 245.20 12.60 90.00 6.92 205.00 11.65
MCU_011757-RA 909.00 27.63 2270.00 74.24 1016.00 49.76 2134.00 77.07
MCU_011758-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011760-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011761-RA 120.00 7.33 223.00 14.73 110.00 10.86 200.00 14.61
MCU_011761-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011762-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011763-RA 74.57 9.96 174.38 25.50 61.42 13.39 185.62 30.14
MCU_011764-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011765-RA 6.00 5.75 1.00 1.12 0.00 0.00 0.00 0.00
MCU_011766-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011767-RA 0.00 0.00 1.00 0.12 0.00 0.00 5.00 0.67
MCU_011768-RA 2.00 0.15 1.00 0.08 0.00 0.00 4.00 0.36
MCU_011769-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011770-RA 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.49
MCU_011771-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011772-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011773-RA 6.00 1.25 10.00 2.32 6.00 2.06 7.00 1.81
MCU_011774-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011777-RA 293.00 9.83 401.00 14.49 176.00 9.52 337.00 13.45
MCU_011779-RA 122.00 8.08 126.00 9.03 84.00 9.00 131.00 10.39
MCU_011780-RA 284.00 29.25 1277.00 143.27 461.00 77.20 1186.00 147.50
MCU_011781-RA 140.00 31.96 549.00 139.20 183.00 68.86 433.00 122.34
MCU_011782-RA 1.00 0.13 3.00 0.44 1.00 0.22 6.00 0.97
MCU_011783-RA 440.97 155.91 580.93 231.46 281.00 165.28 462.96 206.13
MCU_011784-RA 51396.00 4698.94 32660.00 3246.08 25664.00 3809.31 28197.00 3104.63
MCU_011785-RA 74.00 3.92 136.00 7.78 62.00 5.31 109.00 6.90
MCU_011786-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011787-RA 96.87 5.30 126.48 7.48 85.88 7.59 133.42 8.72
MCU_011787-RB 3.00 1.33 21.11 10.66 8.12 6.03 20.35 11.49
MCU_011787-RC 19.13 5.17 46.40 14.01 24.00 10.73 54.23 18.27
MCU_011788-RA 0.00 0.00 0.00 0.00 0.00 0.00 9.74 0.65
MCU_011788-RB 1693.00 106.77 2455.00 167.51 1337.00 136.42 2072.26 156.41
MCU_011788-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011789-RA 443.00 8.90 1846.00 39.83 547.00 17.69 1402.00 33.39
MCU_011791-RA 56.44 2.43 16.65 0.77 0.30 0.02 26.80 1.37
MCU_011791-RB 0.00 0.00 17.92 0.42 0.00 0.00 20.36 0.53
MCU_011791-RC 33.56 1.32 143.34 6.06 66.70 4.22 102.91 4.81
MCU_011792-RA 0.00 0.00 0.00 0.00 1.00 0.43 0.00 0.00
MCU_011793-RA 2.00 0.45 4.00 1.01 0.00 0.00 0.00 0.00
MCU_011794-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.54
MCU_011794-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011795-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011796-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011797-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011798-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.04
MCU_011799-RA 2.00 0.10 9.00 0.49 0.00 0.00 0.00 0.00
MCU_011800-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011801-RA 0.00 0.00 5.00 0.46 2.00 0.27 6.00 0.61
MCU_011802-RA 91.00 43.15 97.00 52.37 56.00 44.44 70.00 42.29
MCU_011804-RA 69.00 25.26 55.00 22.72 43.00 26.21 65.00 30.01
MCU_011805-RA 0.00 0.00 1.00 0.29 0.00 0.00 1.00 0.32
MCU_011806-RA 25.26 7.92 12.56 4.42 6.40 3.33 13.63 5.36
MCU_011807-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011808-RA 0.00 0.00 0.00 0.00 1.00 0.78 0.00 0.00
MCU_011809-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011810-RA 42.00 0.96 74.00 1.81 69.00 2.54 64.00 1.73
MCU_011811-RA 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.27
MCU_011812-RA 94.45 5.39 133.82 8.26 124.87 11.53 154.27 10.53
MCU_011812-RB 54.09 3.76 85.96 6.48 28.13 3.17 47.63 3.97
MCU_011812-RC 119.25 7.27 74.65 4.92 0.00 0.00 46.09 3.36
MCU_011812-RD 32.21 3.25 12.56 1.38 14.00 2.30 24.01 2.92
MCU_011813-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011814-RA 403.00 82.28 457.00 103.26 223.00 74.86 402.00 101.14
MCU_011815-RA 2802.00 283.22 3051.00 335.79 1820.00 299.01 2836.00 345.95
MCU_011816-RA 11.00 0.72 20.00 1.42 15.00 1.60 12.00 0.94
MCU_011817-RA 2448.00 526.77 1562.00 372.59 1507.00 533.78 1526.00 405.47
MCU_011818-RA 9609.00 1231.09 8624.00 1208.50 5367.00 1121.26 7821.00 1216.40
MCU_011819-RA 0.00 0.00 7.91 0.52 5.35 0.53 0.00 0.00
MCU_011819-RB 76.94 4.92 35.09 2.43 33.65 3.48 38.00 2.91
MCU_011820-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011820-RB 1.00 0.04 4.00 0.16 2.00 0.12 4.00 0.18
MCU_011820-RC 0.00 0.00 1.00 0.10 0.00 0.00 0.00 0.00
MCU_011821-RA 261.00 8.21 505.00 17.10 181.00 9.18 443.00 16.56
MCU_011822-RA 186.61 5.71 602.40 19.83 176.83 8.72 452.61 16.46
MCU_011823-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011825-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011826-RA 10.00 2.74 3.00 0.92 2.00 0.91 5.00 1.71
MCU_011827-RA 0.00 0.00 1.00 0.75 0.00 0.00 1.00 0.84
MCU_011827-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011828-RA 180.00 5.43 274.00 8.90 153.00 7.44 235.00 8.43
MCU_011829-RA 7.00 0.16 15.38 0.38 10.00 0.37 34.00 0.93
MCU_011829-RB 0.00 0.00 43.62 1.03 0.00 0.00 0.00 0.00
MCU_011829-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011830-RA 254.00 43.14 239.00 44.70 127.00 35.34 216.00 44.92
MCU_011831-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011832-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011833-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011834-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011835-RA 311.40 12.05 494.52 20.62 192.40 12.01 350.39 16.14
MCU_011835-RB 53.60 2.19 64.48 2.84 55.60 3.67 91.61 4.47
MCU_011836-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011839-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011840-RA 1.00 0.58 3.00 1.98 2.00 1.93 1.00 0.74
MCU_011841-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011844-RA 49.82 1.67 440.51 15.89 87.72 4.74 348.80 13.89
MCU_011844-RB 119.18 4.87 58.49 2.58 93.28 6.16 62.20 3.03
MCU_011845-RA 143.00 20.10 490.00 75.48 207.00 47.51 403.00 68.94
MCU_011846-RA 81.00 18.42 354.00 89.40 132.00 49.48 331.00 93.15
MCU_011847-RA 722.00 103.18 830.00 130.05 504.00 117.65 705.00 122.69
MCU_011848-RA 2.00 0.85 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011849-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011850-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011851-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011852-RA 347.00 11.43 428.00 15.18 236.00 12.53 404.00 15.82
MCU_011853-RA 13.00 2.64 2.00 0.45 3.00 1.00 8.00 2.00
MCU_011854-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011855-RA 32.00 0.36 28.61 0.35 15.85 0.29 26.00 0.35
MCU_011856-RA 14.45 0.94 12.35 0.87 21.83 2.30 38.08 2.96
MCU_011856-RB 29.55 2.21 93.65 7.60 42.17 5.11 81.96 7.36
MCU_011857-RA 18.51 16.44 9.00 9.30 0.00 0.00 3.00 3.47
MCU_011858-RA 28.00 4.40 27.00 4.67 11.00 2.83 21.00 4.03
MCU_011859-RA 78.00 6.16 841.00 72.09 218.00 27.92 643.00 61.02
MCU_011860-RA 357.00 17.44 447.00 23.57 255.00 20.12 372.00 21.68
MCU_011861-RA 253.05 7.50 503.25 16.05 152.48 7.28 324.85 11.44
MCU_011861-RB 5.95 0.15 113.75 3.02 23.52 0.93 35.15 1.03
MCU_011862-RA 9306.00 1150.09 12796.00 1728.41 7928.00 1596.86 10680.00 1600.75
MCU_011864-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011865-RA 224.45 12.12 326.63 19.06 160.42 14.00 255.31 16.47
MCU_011865-RB 15.55 0.74 61.37 3.17 35.58 2.75 43.69 2.50
MCU_011866-RA 24.44 5.02 30.32 6.90 17.54 5.93 0.00 0.00
MCU_011866-RB 1645.56 150.45 4163.68 413.83 2590.46 384.50 1126.00 123.98
MCU_011867-RA 1.00 0.11 2.00 0.25 0.00 0.00 1.00 0.14
MCU_011868-RA 165.00 22.34 833.00 123.53 246.00 54.37 381.00 62.73
MCU_011869-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011870-RA 299.77 35.64 48.81 6.34 35.95 6.96 67.32 9.70
MCU_011870-RB 10.85 0.42 20.21 0.83 11.08 0.68 5.71 0.26
MCU_011870-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011870-RD 420.88 14.57 818.42 30.52 631.33 35.25 908.22 37.41
MCU_011870-RE 418.51 15.75 511.56 20.74 140.64 8.54 263.75 11.81
MCU_011871-RA 16.00 2.77 41.00 7.83 13.00 3.69 44.00 9.34
MCU_011871-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011872-RA 12.00 1.76 7.00 1.12 12.00 2.87 13.00 2.32
MCU_011874-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011875-RA 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.55
MCU_011876-RA 1.00 0.31 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011877-RA 81.00 10.51 98.00 13.92 47.00 9.95 76.00 11.98
MCU_011878-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011881-RA 810.00 65.93 338.00 29.86 430.00 56.75 373.00 36.48
MCU_011882-RA 114.00 2.22 517.90 10.84 148.09 4.65 402.92 9.31
MCU_011882-RB 0.00 0.00 5.67 0.10 0.00 0.00 0.00 0.00
MCU_011882-RC 0.00 0.00 12.43 0.22 8.91 0.23 13.08 0.25
MCU_011883-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011883-RB 689.00 26.38 1721.15 71.01 726.00 44.84 1864.47 84.98
MCU_011883-RC 0.00 0.00 10.85 0.40 0.00 0.00 5.53 0.22
MCU_011884-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011885-RA 6947.00 1695.72 6154.00 1671.72 4248.00 1711.32 5045.00 1527.94
MCU_011887-RA 0.00 0.00 151.62 4.38 45.02 1.95 115.52 3.69
MCU_011887-RB 258.00 7.18 638.38 19.12 240.98 10.81 462.48 15.29
MCU_011888-RA 16.00 6.43 59.00 26.83 14.00 9.38 33.00 16.78
MCU_011889-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011889-RB 10.54 0.38 114.80 4.42 28.31 1.63 85.26 3.63
MCU_011889-RC 7.22 0.22 18.49 0.61 8.69 0.43 27.68 1.01
MCU_011889-RD 0.00 0.00 1.00 0.65 0.00 0.00 0.00 0.00
MCU_011889-RE 67.24 3.73 49.79 2.99 37.13 3.33 32.06 2.13
MCU_011890-RA 1.00 0.55 4.00 2.50 0.00 0.00 0.00 0.00
MCU_011891-RA 258.23 50.98 431.00 94.08 208.00 67.47 369.00 89.66
MCU_011892-RA 0.00 0.00 69.03 1.14 0.00 0.00 39.10 0.71
MCU_011892-RB 89.00 1.38 447.97 7.48 139.00 3.48 391.90 7.22
MCU_011893-RA 3550.00 400.40 2664.00 327.81 1796.00 329.72 2209.00 301.46
MCU_011894-RA 22.00 1.42 45.00 3.14 20.00 2.09 32.00 2.47
MCU_011895-RA 92.00 0.91 428.00 4.52 106.00 1.68 368.00 4.29
MCU_011897-RA 2.00 0.13 111.00 8.06 22.00 2.39 112.00 9.00
MCU_011898-RA 1121.36 47.07 877.00 39.69 557.00 37.73 913.00 45.65
MCU_011899-RA 960.64 92.98 1271.00 133.86 705.00 110.86 978.00 114.14
MCU_011900-RA 5.00 0.46 21.00 2.09 5.00 0.74 2.00 0.22
MCU_011901-RA 228.00 16.62 254.00 20.07 157.00 18.54 209.00 18.27
MCU_011902-RA 1084.00 66.46 940.00 62.33 652.00 64.66 818.00 60.00
MCU_011903-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011904-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011904-RB 14.00 0.52 32.00 1.27 10.00 0.59 29.00 1.27
MCU_011905-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011906-RA 94.29 13.84 100.43 16.17 48.77 11.70 87.19 15.60
MCU_011907-RA 328.85 6.53 389.29 8.30 193.85 6.19 381.54 8.98
MCU_011908-RA 1.00 0.38 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011909-RA 9.00 1.30 4.00 0.63 5.00 1.18 15.00 2.64
MCU_011909-RB 0.00 0.00 1.00 0.52 0.00 0.00 0.00 0.00
MCU_011910-RA 9.00 0.57 22.00 1.51 9.00 0.93 26.00 1.98
MCU_011911-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011913-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011913-RB 7.00 0.26 14.00 0.57 5.00 0.31 13.00 0.59
MCU_011914-RA 4.00 0.80 19.00 4.20 4.00 1.32 19.00 4.68
MCU_011916-RA 769.00 556.78 527.00 440.85 300.00 366.11 362.00 339.28
MCU_011917-RA 2005.00 342.50 2945.00 554.01 1539.00 430.78 2357.00 493.08
MCU_011920-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011921-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011921-RB 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.13
MCU_011922-RA 0.00 0.00 1.00 0.03 0.00 0.00 2.00 0.06
MCU_011923-RA 21.18 0.97 8.56 0.42 11.94 0.88 27.11 1.48
MCU_011923-RB 11.82 0.40 70.44 2.60 8.06 0.44 31.89 1.30
MCU_011923-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011924-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011926-RA 0.00 0.00 1.00 1.60 0.00 0.00 0.00 0.00
MCU_011927-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011928-RA 85.00 8.42 196.00 21.13 92.00 14.81 163.00 19.48
MCU_011929-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011930-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011931-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011932-RA 521.32 20.86 761.81 32.86 356.25 23.00 640.25 30.51
MCU_011933-RA 166.68 3.02 163.19 3.18 73.75 2.15 133.75 2.87
MCU_011934-RA 279.00 21.14 156.19 12.83 165.78 20.36 171.18 15.57
MCU_011935-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011935-RB 10.02 0.24 25.36 0.65 0.00 0.00 0.00 0.00
MCU_011935-RC 29.23 0.54 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011935-RD 57.74 1.08 103.45 2.08 79.22 2.38 112.82 2.50
MCU_011935-RE 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011936-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011936-RB 6.00 0.15 12.85 0.35 9.00 0.37 13.02 0.39
MCU_011936-RC 0.00 0.00 0.00 0.00 0.00 0.00 3.98 0.11
MCU_011936-RD 0.00 0.00 6.15 0.17 0.00 0.00 0.00 0.00
MCU_011938-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011939-RA 400.00 31.31 498.00 42.29 230.00 29.19 403.00 37.88
MCU_011940-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011941-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011942-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_011943-RA 12.84 1.12 18.16 1.72 4.44 0.63 17.29 1.81
MCU_011943-RB 560.16 55.67 582.84 63.06 348.56 56.30 567.71 68.07
MCU_011944-RA 6.69 2.64 2.05 0.92 5.19 3.41 5.16 2.57
