TranscriptID;IV_expectedCount;IV_TPM;IV2_expectedCount;IV2_TPM;IV3_expectedCount;IV3_TPM;IV4_expectedCount;IV4_TPM
MCU_001319-RE;1.71;0.17;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001320-RA;1.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001321-RA;0.00;0.00;0.00;0.00;35.00;1.61;18.00;0.64
MCU_001321-RB;50.00;2.03;39.00;1.48;0.00;0.00;0.00;0.00
MCU_001322-RA;0.00;0.00;2.00;1.13;0.00;0.00;0.00;0.00
MCU_001323-RA;12.69;0.64;0.00;0.00;0.00;0.00;8.14;0.36
MCU_001323-RB;1612.30;79.37;1656.69;76.21;1193.00;65.89;972.90;41.75
MCU_001323-RC;0.00;0.00;32.12;1.83;0.00;0.00;10.96;0.58
MCU_001324-RA;40.00;2.82;62.00;4.07;29.00;2.29;15.00;0.92
MCU_001325-RA;0.00;0.00;0.00;0.00;18.96;1.03;53.29;2.26
MCU_001325-RB;2584.00;128.64;2436.00;113.33;1683.04;94.00;1799.71;78.10
MCU_001327-RA;12.96;2.90;13.00;2.68;12.45;3.08;29.15;5.62
MCU_001327-RB;205.04;5.37;174.00;4.26;129.55;3.81;67.85;1.55
MCU_001328-RA;142.01;5.31;157.28;5.50;74.32;3.12;79.24;2.58
MCU_001329-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001329-RB;673.99;21.47;633.72;18.89;474.68;16.99;572.76;15.92
MCU_001330-RA;9.00;0.30;25.00;0.79;20.00;0.76;4.00;0.12
MCU_001331-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001332-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001333-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001334-RA;816.31;16.26;812.75;15.17;555.59;12.45;506.17;8.81
MCU_001334-RB;56.82;1.95;47.63;1.53;29.73;1.15;22.03;0.66
MCU_001335-RA;117.00;8.92;111.00;7.89;88.30;7.54;129.00;8.56
MCU_001335-RB;0.00;0.00;0.00;0.00;2.70;0.28;0.00;0.00
MCU_001336-RA;545.18;44.28;546.21;41.35;375.11;34.08;581.00;41.04
MCU_001336-RB;3.82;0.24;3.79;0.22;3.89;0.27;0.00;0.00
MCU_001337-RA;0.00;0.00;0.00;0.00;3.80;0.44;0.00;0.00
MCU_001337-RB;12.78;0.95;25.00;1.73;15.20;1.26;3.15;0.20
MCU_001337-RC;4.22;0.45;0.00;0.00;0.00;0.00;13.85;1.29
MCU_001338-RA;164.00;16.17;204.00;18.72;117.00;12.88;107.00;9.16
MCU_001339-RA;3565.00;407.27;3555.00;377.47;3485.00;443.99;3612.00;357.99
MCU_001340-RA;13.85;1.67;73.33;8.22;0.00;0.00;131.76;13.79
MCU_001340-RB;448.39;39.87;425.94;35.28;362.74;36.06;259.94;20.09
MCU_001340-RC;3.77;0.73;3.73;0.67;1.26;0.27;1.30;0.22
MCU_001342-RA;370.38;54.27;382.34;51.93;342.58;55.81;516.56;65.51
MCU_001343-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001344-RA;13.00;1.45;4.00;0.41;4.00;0.50;11.00;1.06
MCU_001345-RA;77.00;3.79;87.00;4.00;76.00;4.19;57.00;2.44
MCU_001346-RA;577.76;16.68;518.00;14.00;367.00;11.91;262.95;6.63
MCU_001346-RB;27.24;0.77;0.00;0.00;0.00;0.00;16.05;0.40
MCU_001347-RA;72.51;1.38;69.03;1.23;46.16;0.99;45.48;0.76
MCU_001348-RA;207.49;14.87;258.97;17.31;178.84;14.35;194.52;12.13
MCU_001349-RA;1271.00;64.08;1241.51;58.49;965.00;54.58;1029.00;45.22
MCU_001349-RB;0.00;0.00;6.49;0.31;0.00;0.00;0.00;0.00
MCU_001350-RA;6.18;0.39;8.47;0.50;7.30;0.52;20.03;1.11
MCU_001350-RB;53.82;1.35;44.53;1.04;29.70;0.83;4.97;0.11
MCU_001351-RA;321.00;7.79;253.00;5.75;153.00;4.18;132.00;2.80
MCU_001352-RA;159.13;3.93;177.68;4.11;113.57;3.16;77.96;1.68
MCU_001352-RB;2.87;0.09;17.32;0.52;8.43;0.31;5.04;0.14
MCU_001353-RA;106.77;2.78;77.83;1.89;91.03;2.66;7.34;0.17
MCU_001353-RB;136.32;3.72;92.17;2.36;26.97;0.83;75.66;1.80
MCU_001353-RC;4.91;0.11;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001355-RA;1614.00;138.51;1670.00;133.52;1425.00;136.74;2129.00;158.84
MCU_001356-RA;155.00;13.27;140.00;11.17;116.00;11.11;161.00;11.99
MCU_001357-RA;562.00;19.17;650.00;20.74;433.00;16.59;290.00;8.63
MCU_001357-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001358-RA;106.00;9.97;144.00;12.61;83.00;8.72;75.00;6.13
MCU_001359-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001360-RA;7517.00;182.25;8362.00;189.86;7359.00;200.66;9846.00;208.48
MCU_001361-RA;769.00;35.55;785.00;33.92;492.00;25.52;533.00;21.48
MCU_001362-RA;212.00;15.99;201.00;14.14;138.00;11.65;165.00;10.83
MCU_001363-RA;2.00;1.12;6.00;3.03;3.00;1.81;3.00;1.42
MCU_001364-RA;0.00;0.00;1.00;3.46;0.00;0.00;1.06;3.51
MCU_001365-RA;252.00;23.49;240.00;20.83;265.87;27.69;234.00;18.95
MCU_001366-RA;0.00;0.00;5.21;0.15;0.00;0.00;3.00;0.08
MCU_001366-RB;13.49;0.63;19.35;0.85;11.00;0.58;0.00;0.00
MCU_001366-RC;22.51;3.21;5.44;0.72;0.00;0.00;5.00;0.62
MCU_001367-RA;270.13;39.10;290.46;38.98;206.54;33.25;274.72;34.42
MCU_001367-RB;36.87;4.88;35.54;4.37;27.46;4.05;26.28;3.01
MCU_001368-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001369-RA;568.69;20.30;569.93;19.03;508.19;20.38;430.00;13.39
MCU_001369-RB;67.31;2.29;91.07;2.89;34.81;1.33;0.00;0.00
MCU_001370-RA;213.00;11.21;215.00;10.57;160.00;9.44;176.00;8.07
MCU_001371-RA;9.20;0.76;6.37;0.49;5.86;0.54;5.44;0.39
MCU_001371-RB;40.66;1.11;22.39;0.57;15.14;0.47;4.56;0.11
MCU_001371-RC;16.14;0.41;16.24;0.39;0.00;0.00;0.00;0.00
MCU_001371-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001372-RA;445.63;21.47;415.33;18.70;232.85;12.59;169.45;7.12
MCU_001372-RB;599.37;42.37;461.67;30.45;348.15;27.56;391.55;24.09
MCU_001373-RA;227.98;9.51;338.46;13.20;258.25;12.10;282.98;10.30
MCU_001374-RA;97.75;11.88;123.10;13.90;91.90;12.45;71.55;7.54
MCU_001374-RB;373.27;100.76;466.44;115.52;284.85;84.53;412.46;95.52
MCU_001376-RA;20.24;1.00;35.00;1.62;19.14;1.06;0.00;0.00
MCU_001376-RB;8.76;0.44;0.00;0.00;2.86;0.16;26.00;1.15
MCU_001378-RA;0.00;0.00;3.00;1.37;0.00;0.00;0.00;0.00
MCU_001379-RA;18.00;2.48;27.00;3.45;24.00;3.68;14.00;1.67
MCU_001380-RA;0.00;0.00;1.42;0.18;0.00;0.00;0.00;0.00
MCU_001380-RB;0.00;0.00;1.58;0.07;0.00;0.00;0.00;0.00
MCU_001380-RC;1.00;0.08;0.00;0.00;0.00;0.00;1.00;0.07
MCU_001381-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001382-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001383-RA;546.00;11.25;538.00;10.39;353.00;8.19;179.00;3.22
MCU_001385-RA;210.00;4.48;205.00;4.10;160.00;3.84;100.00;1.87
MCU_001386-RA;9.50;0.21;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001386-RB;177.50;4.17;152.02;3.34;109.02;2.88;78.00;1.60
MCU_001386-RC;0.00;0.00;7.98;0.17;0.00;0.00;0.00;0.00
MCU_001386-RD;0.00;0.00;0.00;0.00;17.98;0.51;0.00;0.00
MCU_001387-RA;184.00;67.84;222.00;74.52;218.00;87.62;215.00;67.58
MCU_001388-RA;307.00;108.95;403.00;130.34;368.00;142.53;515.00;155.94
MCU_001389-RA;344.95;12.17;269.35;8.89;225.77;8.95;153.80;4.74
MCU_001389-RB;3541.05;175.14;3141.65;145.21;2383.23;132.25;2295.20;98.95
MCU_001390-RA;31.37;0.49;71.73;1.05;30.41;0.54;0.00;0.00
MCU_001390-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001390-RC;736.35;12.63;605.88;9.74;348.50;6.73;225.23;3.37
MCU_001390-RD;590.28;8.66;476.38;6.55;352.09;5.81;181.77;2.33
MCU_001390-RE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001391-RA;0.20;0.02;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001391-RB;6.62;0.46;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001391-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001391-RD;1384.63;54.68;1342.04;49.57;843.73;37.42;836.00;28.80
MCU_001391-RE;23.54;0.96;73.96;2.83;0.00;0.00;7.00;0.25
MCU_001391-RF;0.00;0.00;0.00;0.00;6.27;0.24;0.00;0.00
MCU_001392-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001393-RA;637.71;29.06;587.00;25.01;470.57;24.07;490.29;19.48
MCU_001394-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001395-RA;2496.47;67.20;2495.28;62.89;1658.01;50.18;1616.05;37.99
MCU_001395-RB;413.80;10.28;300.21;6.98;250.95;7.01;172.95;3.75
MCU_001395-RC;20.73;0.50;12.51;0.28;7.04;0.19;0.00;0.00
MCU_001396-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001397-RA;663.00;67.35;681.00;64.37;553.00;62.72;641.00;56.55
MCU_001398-RA;59.00;4.44;49.00;3.44;37.00;3.12;18.00;1.18
MCU_001399-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001400-RA;151.00;10.82;158.00;10.56;114.00;9.15;106.00;6.61
MCU_001401-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001401-RB;21.00;1.30;25.00;1.44;4.00;0.28;8.00;0.43
MCU_001402-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001403-RA;146.00;4.34;156.00;4.34;83.00;2.77;31.00;0.80
MCU_001404-RA;15.51;0.66;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001404-RB;251.65;9.77;254.38;9.24;226.80;9.89;130.68;4.43
MCU_001404-RC;22.76;0.87;38.87;1.39;0.00;0.00;0.00;0.00
MCU_001404-RD;0.00;0.00;21.97;0.91;13.20;0.66;37.88;1.46
MCU_001404-RE;14.48;0.63;4.78;0.19;0.00;0.00;12.64;0.48
MCU_001404-RF;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001404-RG;18.60;1.79;0.00;0.00;7.00;0.75;20.81;1.74
MCU_001405-RA;15.00;0.75;13.13;0.61;14.00;0.78;15.77;0.68
MCU_001405-RB;0.00;0.00;1.87;0.09;0.00;0.00;5.23;0.23
MCU_001407-RA;464.58;26.10;425.24;22.31;221.06;13.93;254.89;12.48
MCU_001407-RB;112.42;6.42;105.76;5.64;141.94;9.09;17.11;0.85
MCU_001408-RA;1303.00;150.09;1408.00;150.73;1096.00;140.78;1301.00;130.00
MCU_001409-RA;592.91;16.57;482.34;12.62;298.93;9.39;0.00;0.00
MCU_001409-RB;0.00;0.00;41.33;0.94;46.71;1.28;0.00;0.00
MCU_001409-RC;0.00;0.00;0.00;0.00;12.39;0.40;179.79;4.50
MCU_001409-RD;524.09;15.97;405.02;11.55;234.88;8.04;185.06;4.92
MCU_001409-RE;0.00;0.00;41.31;1.21;29.09;1.02;215.15;5.88
MCU_001410-RA;438.00;24.63;369.00;19.38;273.00;17.21;280.00;13.72
MCU_001411-RA;122.00;17.57;115.00;15.35;96.00;15.37;118.00;14.71
MCU_001413-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001414-RA;5.00;0.85;2.00;0.31;3.00;0.56;0.00;0.00
MCU_001415-RA;13.62;0.30;3.49;0.07;1.72;0.04;1.85;0.04
MCU_001415-RB;26.64;0.66;26.09;0.61;36.71;1.02;25.38;0.55
MCU_001415-RC;44.73;2.32;25.42;1.23;12.57;0.73;17.77;0.80
MCU_001416-RA;23.99;1.83;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001416-RB;42.01;3.33;86.00;6.36;59.00;5.24;53.00;3.66
MCU_001417-RA;1629.66;48.83;1509.91;42.35;1232.47;41.51;726.71;19.01
MCU_001417-RB;126.80;3.52;0.00;0.00;23.15;0.72;0.00;0.00
MCU_001417-RC;1590.54;44.75;1525.09;40.17;824.38;26.08;617.29;15.16
MCU_001418-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001419-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001420-RA;126.00;15.01;120.00;13.28;55.00;7.30;13.00;1.34
MCU_001421-RA;150.72;5.24;210.00;6.83;117.00;4.57;113.00;3.43
MCU_001421-RB;3.28;0.14;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001422-RA;464.54;12.14;401.12;9.82;206.34;6.06;130.10;2.97
MCU_001422-RB;172.46;4.96;150.88;4.07;238.66;7.72;224.90;5.65
MCU_001423-RA;5.15;0.60;9.00;0.98;5.02;0.66;0.00;0.00
MCU_001423-RB;0.85;0.13;0.00;0.00;5.98;0.99;11.00;1.42
MCU_001424-RA;8.18;0.78;4.95;0.44;12.00;1.28;6.69;0.56
MCU_001424-RB;524.82;54.71;506.05;49.08;339.00;39.45;486.31;44.02
MCU_001425-RA;679.00;63.49;729.00;63.47;522.00;54.54;447.00;36.32
MCU_001426-RA;0.00;0.00;5.65;0.36;14.20;1.09;8.24;0.49
MCU_001426-RB;468.30;33.53;423.46;28.28;210.04;16.84;305.26;19.02
MCU_001426-RC;51.70;2.21;49.89;1.99;34.76;1.66;35.50;1.32
MCU_001427-RA;71.00;20.69;72.00;19.22;65.00;20.78;65.00;16.23
MCU_001428-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001428-RB;222.60;5.48;177.29;4.09;151.52;4.19;72.71;1.56
MCU_001428-RC;532.40;16.61;467.71;13.66;277.48;9.73;238.29;6.49
MCU_001429-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001430-RA;344.00;17.00;297.00;13.72;212.00;11.76;179.00;7.71
MCU_001431-RA;5.96;0.57;5.04;0.45;0.00;0.00;20.17;1.66
MCU_001431-RB;89.04;8.87;135.96;12.61;87.00;9.68;104.83;9.07
MCU_001432-RA;725.00;41.43;651.00;34.74;530.00;33.96;637.00;31.71
MCU_001433-RA;0.00;0.00;74.28;1.58;18.04;0.46;82.94;1.65
MCU_001433-RB;36.86;0.83;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001433-RC;254.14;5.73;219.76;4.64;140.55;3.56;79.43;1.56
MCU_001433-RD;220.00;5.25;265.96;5.95;187.41;5.03;86.62;1.81
MCU_001434-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001434-RB;372.20;7.64;406.60;7.82;181.13;4.18;292.61;5.25
MCU_001434-RC;35.57;0.77;0.00;0.00;3.42;0.08;41.10;0.78
MCU_001434-RD;0.00;0.00;22.39;0.47;13.20;0.34;0.00;0.00
MCU_001434-RE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001434-RF;124.62;2.85;95.25;2.04;31.22;0.80;82.53;1.65
MCU_001434-RG;40.61;1.07;89.76;2.22;179.02;5.31;14.76;0.34
MCU_001435-RA;3.80;0.32;2.01;0.16;0.00;0.00;0.00;0.00
MCU_001435-RB;9.16;0.61;0.00;0.00;37.49;2.79;0.00;0.00
MCU_001435-RC;503.04;34.40;607.99;38.79;363.51;27.84;468.00;27.86
MCU_001436-RA;3.00;0.07;1.00;0.02;0.00;0.00;0.00;0.00
MCU_001437-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001437-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001438-RA;6.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001439-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001440-RA;2.00;0.06;4.00;0.11;3.00;0.10;0.00;0.00
MCU_001440-RB;7.00;0.31;6.00;0.25;3.00;0.15;1.00;0.04
MCU_001441-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001442-RA;1605.47;145.09;1781.00;149.89;1296.00;130.90;1307.00;102.65
MCU_001442-RB;6.53;0.53;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001443-RA;213.96;5.87;229.93;5.91;0.00;0.00;0.00;0.00
MCU_001443-RB;0.00;0.00;0.00;0.00;198.31;6.03;118.03;2.79
MCU_001443-RC;256.50;7.09;315.23;8.16;249.04;7.74;144.75;3.49
MCU_001443-RD;460.85;12.37;308.87;7.76;196.62;5.94;194.91;4.57
MCU_001443-RE;0.00;0.00;31.72;0.76;6.37;0.18;0.00;0.00
MCU_001443-RF;74.69;1.53;41.25;0.79;19.65;0.45;19.31;0.34
MCU_001443-RG;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001443-RH;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001444-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001444-RB;1249.84;17.04;1032.40;13.19;750.49;11.52;758.81;9.04
MCU_001445-RA;982.08;56.47;1005.18;53.98;712.07;45.90;757.09;37.93
MCU_001445-RB;5.92;0.28;17.82;0.80;5.93;0.32;5.91;0.25
MCU_001446-RA;651.00;22.83;651.03;21.37;400.71;15.79;350.79;10.74
MCU_001446-RB;0.00;0.00;14.97;1.41;19.29;2.19;36.21;3.19
MCU_001447-RA;0.00;0.00;1.00;0.71;0.00;0.00;0.00;0.00
MCU_001448-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001449-RA;2.00;0.16;4.00;0.30;1.00;0.09;3.00;0.21
MCU_001451-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001452-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001452-RB;483.00;17.68;438.01;15.00;322.29;13.26;188.62;6.03
MCU_001452-RC;0.00;0.00;32.99;1.49;0.00;0.00;85.99;3.62
MCU_001452-RD;0.00;0.00;0.00;0.00;11.71;1.24;30.39;2.51
MCU_001453-RA;0.00;0.00;1.00;0.17;2.00;0.41;1.00;0.16
MCU_001454-RA;11.38;0.50;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001454-RB;1344.62;60.74;1239.00;52.33;888.00;45.03;648.00;25.53
MCU_001455-RA;45.85;3.02;63.80;3.93;48.84;3.61;60.00;3.45
MCU_001455-RB;5.15;0.24;3.20;0.14;6.16;0.32;0.00;0.00
MCU_001456-RA;0.00;0.00;16.41;0.29;0.00;0.00;0.00;0.00
MCU_001456-RB;29.16;0.57;0.00;0.00;9.14;0.20;8.90;0.15
MCU_001456-RC;79.70;1.67;144.61;2.84;84.24;1.99;277.66;5.09
MCU_001456-RD;5952.40;147.31;6403.76;148.41;5537.20;154.11;2552.85;55.17
MCU_001457-RA;108.13;15.84;87.24;11.85;93.32;15.20;153.77;19.50
MCU_001458-RA;1404.00;169.44;1590.00;178.25;1219.00;163.96;1540.00;161.16
MCU_001459-RA;299.00;15.42;338.00;16.29;197.00;11.40;235.00;10.56
MCU_001460-RA;4.31;0.62;11.99;1.59;20.27;3.23;28.88;3.59
MCU_001460-RB;46.92;2.68;8.48;0.45;0.00;0.00;18.16;0.90
MCU_001460-RC;24.77;1.36;79.53;4.08;45.73;2.82;6.96;0.33
MCU_001461-RA;150.00;7.90;189.00;9.29;128.00;7.56;140.00;6.42
MCU_001462-RA;269.22;8.54;161.12;4.78;159.99;5.70;79.55;2.20
MCU_001462-RB;52.84;1.70;182.25;5.48;135.50;4.89;190.90;5.35
MCU_001462-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001462-RD;30.94;1.84;39.62;2.20;40.51;2.70;43.55;2.26
MCU_001463-RA;310.91;9.34;308.58;8.68;214.27;7.24;173.30;4.55
MCU_001464-RA;148.09;4.16;122.42;3.22;103.73;3.27;77.70;1.90
MCU_001466-RA;171.00;28.39;175.00;26.89;148.00;27.27;260.00;37.31
MCU_001467-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001468-RA;11.99;2.87;2.72;0.60;3.12;0.82;11.61;2.39
MCU_001469-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001469-RB;459.63;11.62;412.94;9.77;290.80;8.26;232.00;5.12
MCU_001469-RC;32.37;0.81;16.06;0.38;9.20;0.26;0.00;0.00
MCU_001470-RA;418.55;9.61;408.20;8.78;183.43;4.74;84.85;1.70
MCU_001470-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001470-RC;0.00;0.00;4.14;0.08;0.00;0.00;0.00;0.00
MCU_001470-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001470-RE;6.66;0.14;0.00;0.00;21.02;0.49;0.00;0.00
MCU_001470-RF;26.80;0.99;5.66;0.20;39.55;1.64;85.15;2.75
MCU_001471-RA;329.00;40.41;379.00;43.23;279.00;38.18;399.00;42.49
MCU_001472-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001472-RB;1176.16;42.88;1208.10;41.20;850.65;34.83;1006.00;32.00
MCU_001472-RC;64.84;2.33;39.90;1.34;9.35;0.38;0.00;0.00
MCU_001473-RA;12.00;0.66;9.13;0.47;20.00;1.23;6.00;0.29
MCU_001473-RB;0.00;0.00;12.87;0.74;0.00;0.00;0.00;0.00
MCU_001474-RA;293.89;4.52;224.80;3.24;159.64;2.76;123.50;1.66
MCU_001475-RA;1865.11;47.08;1615.20;38.18;1249.36;35.46;1048.50;23.11
MCU_001476-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001478-RA;1574.00;168.30;1882.00;187.15;1741.00;207.74;2553.00;236.95
MCU_001479-RA;2.00;0.91;2.00;0.82;4.00;1.97;2.00;0.77
MCU_001480-RA;2.00;0.13;8.00;0.50;3.00;0.23;3.00;0.18
MCU_001481-RA;194.88;9.13;204.21;8.94;149.30;7.85;113.99;4.66
MCU_001481-RB;43.12;1.27;24.79;0.68;40.70;1.34;15.01;0.39
MCU_001482-RA;172.00;49.61;181.00;47.83;252.00;79.77;345.00;85.27
MCU_001483-RA;30.00;2.39;36.00;2.67;24.00;2.14;14.00;0.97
MCU_001484-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001485-RA;2148.00;103.48;2180.00;98.15;1762.00;95.25;1773.00;74.46
MCU_001486-RA;1186.00;124.74;1352.00;132.26;1229.00;144.27;1676.00;153.03
MCU_001487-RA;269.00;16.84;257.00;15.01;157.00;11.01;149.00;8.12
MCU_001488-RA;619.00;85.59;725.00;92.99;543.00;83.55;636.00;76.16
MCU_001489-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001490-RA;1333.00;27.02;1194.00;22.67;873.00;19.91;589.00;10.43
MCU_001491-RA;49.00;13.02;48.00;11.70;52.00;15.19;46.00;10.49
MCU_001492-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001493-RA;531.75;12.15;458.94;9.82;255.63;6.57;121.73;2.43
MCU_001493-RB;339.70;13.18;193.15;7.01;210.56;9.18;191.22;6.47
MCU_001493-RC;23.55;1.27;16.91;0.85;37.81;2.29;71.05;3.35
MCU_001494-RA;71.54;1.30;54.09;0.92;15.12;0.31;24.56;0.39
MCU_001494-RB;73.51;3.10;39.65;1.56;41.89;1.98;33.44;1.23
MCU_001494-RC;39.95;0.74;63.25;1.09;42.99;0.89;0.00;0.00
MCU_001495-RA;352.26;10.17;393.26;10.63;285.86;9.28;360.11;9.07
MCU_001496-RA;331.00;23.17;329.00;21.48;254.00;19.91;307.00;18.70
MCU_001497-RA;0.00;0.00;0.00;0.00;0.00;0.00;23.74;1.25
MCU_001497-RB;3.49;0.13;26.94;0.97;17.99;0.78;3.61;0.12
MCU_001497-RC;22.83;0.91;0.00;0.00;11.82;0.53;0.00;0.00
MCU_001497-RD;944.68;47.45;860.06;40.37;522.19;29.43;448.65;19.64
MCU_001498-RA;13997.00;725.82;18320.00;887.59;13861.00;806.25;20686.00;934.90
MCU_001499-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001499-RB;1229.00;33.11;1210.00;30.52;789.00;23.90;535.00;12.58
MCU_001500-RA;11.61;0.61;8.35;0.41;12.49;0.73;8.48;0.39
MCU_001500-RB;367.37;7.38;300.33;5.65;217.80;4.92;178.49;3.13
MCU_001500-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001500-RD;31.22;0.53;0.00;0.00;22.31;0.43;21.94;0.33
MCU_001500-RE;526.80;8.77;473.33;7.38;283.40;5.31;216.09;3.14
MCU_001501-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001502-RA;102.82;2.73;98.36;2.45;115.89;3.46;146.14;3.39
MCU_001502-RB;398.56;13.72;430.97;13.88;233.90;9.05;242.41;7.28
MCU_001502-RC;36.93;1.17;42.08;1.25;16.24;0.58;29.90;0.83
MCU_001503-RA;404.00;27.27;346.00;21.79;241.00;18.22;252.00;14.81
MCU_001504-RA;12.85;0.88;26.94;1.73;9.46;0.73;0.00;0.00
MCU_001504-RB;57.21;3.34;44.76;2.44;58.54;3.83;64.00;3.25
MCU_001504-RC;3.94;0.18;3.30;0.14;0.00;0.00;0.00;0.00
MCU_001505-RA;18.00;3.13;18.00;2.90;12.00;2.32;13.00;1.95
MCU_001506-RA;0.00;0.00;0.00;0.00;0.00;0.00;13.13;1.57
MCU_001506-RB;83.09;6.04;92.34;6.26;109.85;8.94;140.16;8.87
MCU_001506-RC;387.91;9.35;390.66;8.81;252.15;6.83;126.71;2.67
MCU_001506-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001509-RA;4233.00;385.46;4862.00;412.29;3364.00;342.35;3737.00;295.73
MCU_001510-RA;867.00;49.65;786.00;42.03;552.00;35.44;648.00;32.33
MCU_001510-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001511-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001515-RA;1518.00;50.95;1620.00;50.88;1126.00;42.47;1013.00;29.68
MCU_001516-RA;2492.00;110.96;2774.00;115.47;2064.00;103.16;2459.00;95.48
MCU_001517-RA;0.00;0.00;2.13;0.09;3.98;0.20;0.00;0.00
MCU_001517-RB;55.35;0.87;0.00;0.00;0.00;0.00;0.00;0.00
MCU_001517-RC;63.50;1.09;23.45;0.38;20.43;0.40;18.21;0.27
MCU_001517-RD;0.00;0.00;76.10;1.18;0.00;0.00;0.00;0.00
MCU_001517-RE;1.15;0.03;7.31;0.18;33.59;0.97;12.79;0.29
