TranscriptID;IV_expectedCount;IV_TPM;IV2_expectedCount;IV2_TPM;IV3_expectedCount;IV3_TPM;IV4_expectedCount;IV4_TPM
MCU_012716-RA;1.00;0.17;0.00;0.00;0.00;0.00;3.00;0.45
MCU_012717-RA;176.00;6.23;146.00;4.84;96.00;3.82;18.00;0.56
MCU_012718-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012719-RA;4.00;0.33;5.00;0.39;3.00;0.28;1.00;0.07
MCU_012720-RA;218.00;12.35;207.00;10.95;153.00;9.72;114.00;5.63
MCU_012721-RA;826.00;29.92;843.00;28.56;545.00;22.17;572.00;18.08
MCU_012726-RA;54.15;28.96;49.79;23.96;63.24;36.40;86.00;38.84
MCU_012727-RA;64.00;74.61;62.00;63.03;61.00;74.09;80.00;76.91
MCU_012728-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012729-RA;38.00;17.18;38.94;15.93;32.00;15.66;44.53;17.07
MCU_012730-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012731-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012732-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012733-RA;16.00;0.61;43.00;1.53;21.00;0.89;16.00;0.53
MCU_012734-RA;17.00;5.38;17.00;4.92;3.00;1.04;6.00;1.62
MCU_012735-RA;94.00;10.13;100.00;10.02;66.00;7.94;102.00;9.54
MCU_012736-RA;138.00;57.84;111.00;42.20;86.00;39.13;143.00;50.94
MCU_012737-RA;50.00;7.34;45.00;6.12;29.00;4.73;29.00;3.68
MCU_012738-RA;507.26;88.08;543.96;87.36;449.94;86.65;495.05;74.26
MCU_012738-RB;12.74;1.11;11.04;0.89;1.06;0.10;22.95;1.73
MCU_012739-RA;4.00;3.39;1.00;0.75;2.00;1.79;2.00;1.41
MCU_012740-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012741-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012742-RA;0.00;0.00;0.00;0.00;2.00;0.29;0.00;0.00
MCU_012743-RA;286.00;40.90;369.00;48.93;264.00;41.99;314.00;38.88
MCU_012744-RA;192.00;19.06;136.00;12.57;108.00;11.98;72.00;6.21
MCU_012745-RA;5.62;1.80;0.00;0.00;6.54;2.29;1.91;0.52
MCU_012747-RA;115.00;4.44;100.00;3.61;79.00;3.42;135.00;4.55
MCU_012748-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012749-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012750-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012751-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012752-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012753-RA;7.02;0.40;24.03;1.29;2.06;0.13;0.00;0.00
MCU_012753-RB;15.22;0.76;5.97;0.28;6.90;0.39;7.51;0.33
MCU_012753-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012753-RD;13.75;0.94;0.00;0.00;14.03;1.07;6.49;0.38
MCU_012754-RA;11.00;5.30;10.00;4.35;3.00;1.56;7.00;2.86
MCU_012755-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012756-RA;202.00;18.35;162.00;13.71;142.00;14.42;161.00;12.71
MCU_012757-RA;116.26;22.74;57.55;10.39;30.93;6.70;37.09;6.26
MCU_012758-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012759-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012760-RA;270.54;8.79;378.24;11.50;358.46;13.08;371.31;10.53
MCU_012761-RA;7548.46;475.65;6987.76;411.01;5213.54;368.12;6023.69;330.54
MCU_012762-RA;7.00;1.83;8.00;1.92;7.00;2.01;4.00;0.90
MCU_012763-RA;0.00;0.00;24.84;0.43;0.00;0.00;0.00;0.00
MCU_012763-RB;366.39;7.08;379.19;6.87;247.92;5.39;175.40;2.96
MCU_012764-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012765-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012765-RB;240.00;29.22;278.00;31.44;189.00;25.64;189.00;19.95
MCU_012766-RA;1071.00;89.43;1216.00;94.61;889.00;83.02;1172.00;85.09
MCU_012768-RA;772.00;49.02;722.00;42.79;557.00;39.63;564.00;31.18
MCU_012769-RA;0.00;0.00;0.92;1.58;0.00;0.00;2.00;3.25
MCU_012770-RA;0.00;0.00;0.00;0.00;0.00;0.00;93.11;3.97
MCU_012770-RB;16.15;0.62;58.07;2.10;26.02;1.13;23.31;0.79
MCU_012770-RC;368.85;16.03;285.93;11.62;226.98;11.07;121.58;4.61
MCU_012770-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012771-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012772-RA;199.00;18.80;164.00;14.42;151.00;15.94;157.00;12.88
MCU_012773-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012774-RA;2.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012775-RA;206.32;27.18;171.88;21.01;174.28;25.56;291.96;33.32
MCU_012775-RB;9.68;1.15;65.12;7.18;64.72;8.56;46.04;4.74
MCU_012776-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012778-RA;238.93;75.63;219.19;63.42;161.21;55.87;173.21;46.89
MCU_012779-RA;54.00;27.87;52.00;24.17;44.00;24.47;31.00;13.52
MCU_012780-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012781-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012782-RA;199.00;14.31;212.00;14.22;118.00;9.50;167.00;10.45
MCU_012783-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012785-RA;323.00;22.61;278.00;18.15;220.00;17.24;174.00;10.60
MCU_012786-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012787-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012788-RA;1.00;1.83;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012789-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012790-RA;1697.00;131.20;1785.00;128.66;1308.00;113.16;1282.00;86.22
MCU_012791-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012792-RA;12.00;0.43;16.00;0.54;18.00;0.73;17.00;0.53
MCU_012793-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012795-RA;349.00;29.08;374.00;29.04;271.00;25.26;175.00;12.68
MCU_012796-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012797-RA;0.00;0.00;0.00;0.00;2.00;0.30;0.00;0.00
MCU_012798-RA;22.00;2.48;21.00;2.20;21.00;2.64;13.00;1.27
MCU_012799-RA;1.00;0.47;0.00;0.00;1.00;0.51;3.00;1.20
MCU_012800-RA;0.00;0.00;0.00;0.00;0.00;0.00;1.00;5.04
MCU_012801-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012802-RA;8.00;12.26;4.00;5.28;5.00;7.89;1.00;1.25
MCU_012803-RA;1.00;0.38;1.00;0.34;2.00;0.82;2.00;0.64
MCU_012804-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012804-RB;6186.00;366.81;6121.00;338.90;4957.00;329.48;5962.00;307.95
MCU_012805-RA;16.00;67.13;20.00;69.12;19.00;78.35;25.00;83.10
MCU_012806-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012808-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012809-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012811-RA;93.29;5.51;80.27;4.43;50.18;3.32;29.00;1.49
MCU_012812-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012813-RA;22.00;19.14;27.00;20.74;26.00;23.87;30.00;21.72
MCU_012814-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012815-RA;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.47
MCU_012816-RA;13.00;18.39;10.00;12.23;21.00;30.69;8.00;9.28
MCU_012817-RA;13.00;10.19;14.00;9.73;8.00;6.65;10.00;6.55
MCU_012818-RA;36.00;4.94;25.00;3.18;18.00;2.75;12.00;1.43
MCU_012819-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012820-RA;1535.00;217.66;1922.00;252.72;1852.00;292.11;2403.00;295.02
MCU_012822-RA;122.00;12.45;105.00;9.97;84.00;9.57;40.00;3.55
MCU_012823-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012824-RA;7.00;1.30;5.00;0.86;8.00;1.65;2.29;0.37
MCU_012825-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012826-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012827-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012828-RA;35.00;14.12;29.00;10.62;15.00;6.58;13.00;4.46
MCU_012829-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012830-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012831-RA;104.13;30.45;149.98;40.17;117.25;37.62;180.79;45.29
MCU_012832-RA;166.00;23.42;174.00;22.76;135.00;21.19;141.00;17.22
MCU_012833-RA;689.61;65.81;664.36;59.02;494.34;52.70;354.98;29.43
MCU_012834-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012835-RA;48.90;8.02;29.33;4.45;25.21;4.59;9.44;1.34
MCU_012835-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012835-RC;8.93;2.09;29.15;6.29;18.87;4.88;1.56;0.31
MCU_012835-RD;10.18;2.20;2.52;0.50;1.93;0.46;0.00;0.00
MCU_012836-RA;74.75;2.82;58.08;2.05;19.47;0.83;18.67;0.61
MCU_012836-RB;91.19;3.00;61.50;1.89;56.53;2.09;62.35;1.79
MCU_012836-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012836-RD;20.31;1.03;19.80;0.94;15.02;0.86;17.05;0.75
MCU_012837-RA;12.87;2.27;14.00;2.28;13.60;2.66;3.09;0.47
MCU_012838-RA;0.00;0.00;0.00;0.00;0.00;0.00;7.00;2.24
MCU_012839-RA;81.00;32.53;64.00;23.34;71.00;30.99;84.00;28.70
MCU_012840-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012841-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012841-RB;1.00;0.67;3.65;2.17;0.00;0.00;0.00;0.00
MCU_012841-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012842-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012843-RA;0.00;0.00;2.00;0.50;1.00;0.30;0.00;0.00
MCU_012844-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012845-RA;56.15;23.53;54.71;20.80;55.72;25.35;55.52;19.78
MCU_012845-RB;69.85;34.24;76.29;33.74;35.28;18.67;30.48;12.65
MCU_012847-RA;74.00;46.86;95.00;53.79;53.00;35.89;63.00;33.52
MCU_012848-RA;58.00;5.62;48.00;4.33;41.00;4.44;29.00;2.44
MCU_012849-RA;537.00;45.43;496.00;39.10;389.00;36.80;328.00;24.13
MCU_012850-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012851-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012852-RA;155.00;64.97;178.00;67.67;107.00;48.69;121.00;43.10
MCU_012853-RA;487.00;52.27;401.00;40.03;294.00;35.21;298.00;27.76
MCU_012854-RA;22.00;4.11;16.00;2.76;6.00;1.24;8.00;1.29
MCU_012855-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012856-RA;244.00;11.21;231.00;9.92;178.00;9.18;106.00;4.25
MCU_012857-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012861-RA;144.00;25.98;168.00;28.01;71.00;14.20;106.00;16.51
MCU_012862-RA;239.00;10.46;211.00;8.64;143.00;7.03;98.00;3.74
MCU_012863-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012864-RA;0.00;0.00;0.00;0.00;1.01;0.17;0.00;0.00
MCU_012865-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012866-RA;145.89;89.25;188.85;103.44;144.88;94.91;290.62;149.56
MCU_012867-RA;1.38;2.41;0.00;0.00;2.00;3.57;2.00;2.84
MCU_012868-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012869-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012869-RB;117.00;17.77;109.00;15.34;72.00;12.15;63.00;8.28
MCU_012870-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012871-RA;2.00;0.52;2.00;0.47;0.00;0.00;0.00;0.00
MCU_012872-RA;745.44;48.25;698.17;42.17;520.00;37.71;590.00;33.25
MCU_012872-RB;27.56;1.59;36.83;1.98;0.00;0.00;0.00;0.00
MCU_012873-RA;1315.00;74.43;1247.00;65.92;855.00;54.26;792.00;39.06
MCU_012874-RA;662.00;90.19;698.00;88.23;563.00;85.37;849.00;100.19
MCU_012876-RA;5059.00;627.79;6026.00;694.44;5529.00;764.44;5749.00;618.48
MCU_012877-RA;6.00;3.27;9.00;4.41;7.00;4.10;2.00;0.92
MCU_012878-RA;0.00;0.00;0.00;0.00;1.00;2.37;0.00;0.00
MCU_012879-RA;0.00;0.00;5.00;1.98;5.00;2.36;0.00;0.00
MCU_012880-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012881-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012882-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012883-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012884-RA;94.68;7.90;0.00;0.00;39.15;3.65;66.21;4.80
MCU_012884-RB;103.54;6.42;100.25;5.80;152.79;10.61;45.91;2.48
MCU_012884-RC;18.57;5.20;32.56;8.35;15.73;4.83;30.67;7.36
MCU_012884-RD;139.00;11.15;164.12;12.27;44.62;4.00;93.03;6.49
MCU_012885-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012886-RA;1.19;0.61;1.00;0.46;0.00;0.00;0.00;0.00
MCU_012887-RA;137.00;95.34;127.00;78.74;139.00;103.05;167.00;97.40
MCU_012888-RA;193.85;4.63;143.81;3.22;141.62;3.81;142.95;2.98
MCU_012889-RA;0.00;0.00;10.00;5.17;7.00;4.33;11.00;5.34
MCU_012891-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012892-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012893-RA;3.00;1.27;3.00;1.15;2.00;0.92;3.00;1.08
MCU_012894-RA;131.00;8.88;169.00;10.69;124.00;9.41;92.00;5.43
MCU_012895-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012896-RA;0.00;0.00;0.74;0.28;0.00;0.00;0.00;0.00
MCU_012897-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012898-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012899-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012900-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012901-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012902-RA;6212.17;422.72;5442.21;345.53;3801.05;289.69;4800.70;284.37
MCU_012904-RA;22.31;158.80;14.82;84.94;20.68;141.38;12.14;67.43
MCU_012905-RA;1.00;0.54;0.00;0.00;0.00;0.00;1.00;0.46
MCU_012906-RA;4266.00;259.60;3634.00;206.46;3079.00;209.99;2859.00;151.53
MCU_012907-RA;1.00;1.41;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012908-RA;97.00;3.19;117.00;3.60;87.00;3.22;40.00;1.15
MCU_012910-RA;5.00;1.08;6.00;1.19;5.00;1.19;0.00;0.00
MCU_012911-RA;54.00;4.69;47.00;3.80;35.00;3.40;15.00;1.13
MCU_012912-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012913-RA;2.00;4.45;1.00;1.88;3.00;6.75;2.00;3.59
MCU_012914-RA;2.02;0.49;3.07;0.68;1.01;0.27;1.00;0.21
MCU_012915-RA;4.00;1.30;5.00;1.48;9.00;3.19;0.00;0.00
MCU_012916-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012917-RA;21.00;10.71;29.00;13.33;25.00;13.75;14.00;6.04
MCU_012918-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012919-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012920-RA;29.00;5.23;28.00;4.67;16.00;3.20;8.00;1.25
MCU_012921-RA;15.00;1.08;13.00;0.87;13.00;1.05;7.00;0.44
MCU_012922-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012923-RA;2468.00;527.09;2358.00;464.19;2617.00;617.58;3084.00;567.32
MCU_012925-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012926-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012927-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012928-RA;0.00;0.00;1.00;0.57;0.00;0.00;0.00;0.00
MCU_012929-RA;2.00;0.48;1.00;0.22;0.00;0.00;0.00;0.00
MCU_012930-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012931-RA;349.70;15.32;376.63;15.42;257.15;12.64;263.19;10.05
MCU_012931-RB;91.30;3.38;67.37;2.34;37.85;1.58;30.81;1.00
MCU_012932-RA;9.00;3.02;4.00;1.22;5.00;1.83;5.00;1.43
MCU_012933-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012935-RA;7.00;4.76;9.00;5.46;3.00;2.18;4.00;2.28
MCU_012936-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012937-RA;0.00;0.00;1.00;0.34;1.00;0.40;0.00;0.00
MCU_012937-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012938-RA;76.00;9.73;115.00;13.68;79.00;11.27;102.00;11.32
MCU_012939-RA;187.00;12.89;141.00;9.07;131.00;10.11;133.00;7.98
MCU_012940-RA;2.00;0.31;1.00;0.14;2.62;0.45;2.00;0.27
MCU_012941-RA;1.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012942-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012943-RA;1.00;0.05;1.00;0.05;0.00;0.00;1.00;0.05
MCU_012944-RA;1.00;0.30;2.00;0.54;3.00;0.98;1.00;0.25
MCU_012945-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012947-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012950-RA;585.00;91.16;700.00;101.03;442.00;76.51;518.00;69.82
MCU_012951-RA;31.00;3.20;34.00;3.27;38.00;4.38;45.00;4.04
MCU_012952-RA;0.00;0.00;9.59;3.34;1.52;0.63;11.64;3.80
MCU_012953-RA;55.84;23.99;39.24;15.28;40.36;18.81;24.12;8.80
MCU_012954-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012955-RA;22.00;5.65;24.00;5.66;22.00;6.22;7.00;1.54
MCU_012956-RA;1.86;0.31;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012956-RB;40.33;2.90;10.84;0.73;21.52;1.73;32.82;2.05
MCU_012956-RC;79.72;3.31;99.51;3.86;50.51;2.35;22.78;0.82
MCU_012956-RD;22.08;0.80;23.65;0.80;51.96;2.10;24.40;0.77
MCU_012957-RA;61.00;7.46;47.00;5.34;53.00;7.22;28.00;2.97
MCU_012958-RA;0.00;0.00;2.00;0.92;4.00;2.20;4.00;1.73
MCU_012959-RA;904.00;137.28;1039.00;146.19;963.00;162.52;1457.00;191.43
MCU_012962-RA;50.00;4.26;39.00;3.09;43.00;4.09;36.00;2.66
MCU_012964-RA;120.00;7.93;150.00;9.25;57.00;4.22;33.00;1.90
MCU_012965-RA;40.00;15.63;49.04;17.41;29.08;12.36;24.23;8.06
MCU_012967-RA;10.00;0.71;15.00;1.00;10.00;0.80;4.00;0.25
MCU_012968-RA;4.00;0.40;2.00;0.19;5.00;0.56;2.00;0.17
MCU_012969-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012970-RA;254.76;13.78;166.52;8.41;112.21;6.80;89.23;4.20
MCU_012971-RA;771.24;17.90;689.48;14.99;532.79;13.91;476.77;9.67
MCU_012972-RA;59.05;5.95;37.61;3.53;40.15;4.52;32.87;2.88
MCU_012972-RB;0.00;0.00;4.38;0.39;5.18;0.55;3.71;0.31
MCU_012973-RA;0.00;0.00;11.02;0.77;0.08;0.01;5.42;0.35
MCU_012973-RB;159.47;13.97;159.73;13.04;127.42;12.48;163.58;12.46
MCU_012973-RC;13.53;0.69;6.25;0.30;5.51;0.32;0.00;0.00
MCU_012974-RA;1.00;1.36;3.00;3.54;1.00;1.41;0.00;0.00
MCU_012975-RA;143.00;6.97;117.00;5.33;73.00;3.99;68.00;2.89
MCU_012977-RA;168.06;21.04;156.20;18.16;112.00;15.62;85.00;9.23
MCU_012978-RA;3223.14;499.45;3191.57;458.10;2476.15;426.28;3655.89;490.02
MCU_012982-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012984-RA;2102.84;58.63;1949.07;50.88;1476.00;46.27;1723.00;41.94
MCU_012985-RA;0.00;0.00;2.01;1.31;2.97;2.30;0.00;0.00
MCU_012987-RA;22.00;10.16;17.00;7.10;12.00;5.99;2.00;0.78
MCU_012988-RA;43.00;5.23;55.00;6.22;35.00;4.75;4.00;0.42
MCU_012989-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012990-RA;6.00;12.05;6.00;10.26;3.00;6.12;2.00;3.25
MCU_012991-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012992-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012993-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012994-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012995-RA;1468.00;243.76;1579.00;242.64;1530.00;281.96;1717.00;246.42
MCU_012996-RA;0.00;0.00;2.86;0.84;0.00;0.00;0.00;0.00
MCU_012997-RA;84.00;3.41;97.00;3.68;38.00;1.73;33.00;1.17
MCU_012998-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_012999-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013000-RA;2.00;0.33;6.02;0.91;5.01;0.91;1.00;0.14
MCU_013001-RA;22.91;4.72;20.40;3.88;6.00;1.37;7.00;1.24
MCU_013003-RA;46.00;17.97;46.11;16.37;44.00;18.70;47.58;15.82
MCU_013004-RA;0.00;0.00;0.00;0.00;4.00;0.56;0.00;0.00
MCU_013005-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013007-RA;36.00;5.28;53.00;7.21;25.00;4.08;22.00;2.79
MCU_013008-RA;72.00;2.99;64.00;2.49;60.00;2.80;56.00;2.03
MCU_013009-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013012-RA;314.00;119.91;260.00;90.30;256.00;106.45;310.00;100.84
MCU_013013-RA;20.00;4.66;42.95;9.22;17.30;4.45;17.00;3.41
MCU_013013-RB;0.00;0.00;0.00;0.00;1.25;0.69;0.00;0.00
MCU_013014-RA;26.00;11.06;32.00;12.34;31.00;14.31;16.00;5.78
MCU_013015-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013016-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013017-RA;109.00;12.38;89.00;9.40;67.00;8.49;67.00;6.60
MCU_013018-RA;0.00;0.00;1.00;0.37;2.00;0.89;0.00;0.00
MCU_013019-RA;1.00;0.58;2.00;1.03;4.00;2.47;3.00;1.46
MCU_013020-RA;357.00;17.17;284.00;12.76;248.00;13.38;273.00;11.45
MCU_013021-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013022-RA;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.06
MCU_013023-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013024-RA;5.08;10.73;5.00;8.97;7.35;15.73;3.00;5.13
MCU_013025-RA;3.30;9.21;1.00;2.34;1.49;4.17;3.00;6.71
MCU_013026-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013027-RA;143.15;4.35;148.25;4.22;124.41;4.25;132.35;3.51
MCU_013028-RA;273.85;32.81;235.75;26.24;130.59;17.44;90.65;9.42
MCU_013029-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013030-RA;39.00;2.50;24.00;1.43;29.00;2.08;23.00;1.28
MCU_013032-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013033-RA;28.25;21.09;21.92;14.54;16.00;12.69;20.00;12.48
MCU_013034-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013035-RA;159.00;5.44;209.00;6.69;96.24;3.70;38.01;1.14
MCU_013038-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013039-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013040-RA;3.00;0.35;2.00;0.22;2.00;0.26;0.00;0.00
MCU_013042-RA;0.00;0.00;1.00;0.31;0.00;0.00;0.00;0.00
MCU_013043-RA;34.00;9.30;28.00;7.02;23.00;6.91;26.73;6.27
MCU_013044-RA;157.00;36.21;183.00;38.85;168.00;42.75;144.00;28.57
MCU_013045-RA;4.00;1.66;0.00;0.00;0.00;0.00;3.10;1.09
MCU_013046-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013047-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013048-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013049-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013050-RA;924.38;120.82;1173.71;142.38;816.61;118.84;701.72;79.47
MCU_013051-RA;953.39;260.70;1036.99;260.09;985.47;296.15;1164.97;273.24
MCU_013052-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_013052-RB;138.96;5.71;118.52;4.56;36.89;1.70;22.69;0.81
MCU_013052-RC;9.04;0.37;11.48;0.44;35.11;1.62;21.31;0.76
