"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IV1","IV2","IV3","IV4","B1","B2","B3","B4"
"59","MCU_011961-RA",106.250085703636,-1.87597565709048,0.215141505581839,-8.71972914764633,2.78868070270844e-18,6.94097900326669e-16,42.0036887752983,56.228539207449,39.1064091621675,43.1507075910603,164.294183708348,154.986607162598,199.879245242221,150.351304779948
"60","MCU_004650-RA",10994.3044423074,1.82259734725562,0.209483772962816,8.70042257439738,3.30650584996594e-18,8.09267306779163e-16,16904.7345783586,18358.1717929844,13612.58551654,19689.9075999541,5322.4469930517,3333.17670092841,5769.56402933219,4963.84832730997
"61","MCU_000435-RA",466.328564674417,-0.711073072558445,0.0819610387358943,-8.6757450067191,4.10851832264183e-18,9.89075271606479e-16,347.405509245696,354.329048656464,357.882895968927,353.59607609341,555.633801846984,571.714082023029,619.483901920925,570.583201639901
"62","MCU_010902-RA",216.682935404679,-4.42712229988523,0.512636514501904,-8.63598704861434,5.8222108412499e-18,1.37901880973798e-15,35.0030739794152,7.14013196285066,21.3307686339096,13.1849384306017,336.574890235852,293.895765449409,679.022400503714,347.311514041679
"63","MCU_011681-RA",59.2912223263698,-2.96350057918536,0.345297820062416,-8.58244798258408,9.28751345063032e-18,2.1648751590874e-15,18.376613839193,15.1727804210577,8.29529891318706,10.7876768977651,102.683864817718,91.9630075695086,136.087996760661,90.9625393918683
"64","MCU_009167-RA",69.4442352828842,-2.93434940874171,0.342332330761271,-8.57163973445443,1.02021825731945e-17,2.34092267324003e-15,19.2516906886784,10.710197944276,22.5158113357934,11.9863076641834,96.9792056611778,142.767746016999,144.593496558202,106.749426393763
"65","MCU_008154-RA",23493.6572953903,1.56256949158322,0.185926582450999,8.40422854539928,4.30683252763717e-17,9.73012856436182e-15,28668.3926659906,29792.2006149944,35193.398160547,46757.387567213,12461.2574615457,10597.6112009646,13128.238937505,11350.7717543621
"66","MCU_001537-RA",898.862032045849,-1.00436396955654,0.11968552095562,-8.39169150568311,4.79196968804548e-17,1.06621325559012e-14,664.183328759404,643.504393151916,543.934600164694,539.383844888253,1085.02617157388,1312.56292621935,1170.92380546152,1231.37718614777
"67","MCU_009051-RA",1577.94489710721,0.50726454251651,0.060651360816883,8.3636135394889,6.08259356772566e-17,1.33317741107539e-14,1828.03553857496,1864.46695879938,1800.07986416159,1921.4051185686,1221.93799133084,1349.86260761118,1316.93488531931,1320.83621249184
"68","MCU_004653-RA",106.990911630263,-2.69030702226302,0.322411256265701,-8.34433342502758,7.16166716235298e-17,1.54660415116402e-14,33.2529202804445,24.9904618699773,33.1811956527482,22.7739845619485,173.421638358812,151.128019432409,273.593576820912,143.58549606485
"69","MCU_012433-RA",43.0743551388854,-8.83952959335209,1.07586782800137,-8.21618544888849,2.10078508274474e-16,4.47101868697195e-14,0,0,0,0,73.0196372037104,88.1044198393194,73.7143315786913,109.756452489362
"70","MCU_002383-RB",1348.74892632752,-1.37697053570143,0.167666434423524,-8.21255930225853,2.16523061094762e-16,4.54234450310939e-14,780.56854974096,913.044374749528,668.3640838625,634.075675435302,1948.71156787402,1670.76848717191,2295.06736203656,1879.39130974934
"71","MCU_005853-RB",5478.22833141329,0.760133518256214,0.0925815529394634,8.21042091131529,2.204144512589e-16,4.55885382639008e-14,6481.69422413822,7416.81207641112,6459.66776796895,7198.97638310855,3984.13395492745,3810.99848151684,3947.96948935876,4525.57427387642
"72","MCU_009688-RB",1365.9356805042,-1.64031028549334,0.200093466297173,-8.19772037462335,2.44988411121492e-16,4.9967428018321e-14,687.81040369551,660.462206563686,751.317072994371,553.767414085273,2447.29877815561,2289.42871991224,2089.51778359598,1447.8830650309
"73","MCU_010829-RC",354.089096737105,-2.07357466404127,0.25318375406397,-8.18999888720093,2.61228592974347e-16,5.25498888743601e-14,167.139678251708,146.372705238439,136.279910716644,92.2945690142122,759.860599651111,468.818409217984,562.780569937316,499.166331869426
"74","MCU_011621-RA",4057.97173364131,-0.717467732203874,0.0876569913775954,-8.18494590024516,2.72426005630917e-16,5.4061836387703e-14,2919.25636988323,3204.13421832923,2998.15803576618,3153.59754644665,5638.48511032401,4985.29534740441,4981.38771476003,4583.4595262167
"75","MCU_002160-RA",701.880235635605,1.67772825456273,0.206597678872806,8.12075074471499,4.63308691925143e-16,9.0715841878943e-14,945.958074293697,913.044374749528,1079.5739014162,1342.46645838854,254.427798381678,410.296495310115,318.956242407799,350.318540137278
"76","MCU_006139-RA",95.2680521556619,-5.92796387522063,0.731376507293801,-8.10521505148552,5.26523035743137e-16,1.01736720788e-13,5.25046109691229,0,3.5551281056516,3.59589229925502,232.750093586827,86.1751259742248,309.033159310667,121.784556871758
"77","MCOS_0000792601-mRNA-1",341.08524172487,-4.87205817368749,0.601727763479198,-8.09678141742568,5.64323376909832e-16,1.07624529739232e-13,35.0030739794152,13.387747430345,36.7363237583998,4.79452306567336,670.867916809089,297.754353179598,698.868566697977,971.269428878461
"78","MCU_000164-RA",450.995878900933,-7.13255579724775,0.88191902307518,-8.08754047778345,6.08816010664816e-16,1.14621322007857e-13,15.7513832907369,0,1.18504270188387,8.39041536492838,899.054283070684,467.532213307921,1651.4845440226,564.569149448703
"79","MCOS_0000817401-mRNA-1",1147.17913892488,1.34611449081395,0.166921521116672,8.06435552353411,7.36232157161054e-16,1.36855306682406e-13,1452.62757014573,1502.10526168471,1595.06747673568,2035.27504137834,779.256440783347,567.85549429284,639.330068115188,605.915758263189
"80","MCU_002230-RA",392.498344363038,-1.58811154431216,0.197390496782322,-8.04553192884202,8.5871609293783e-16,1.576280728099e-13,189.891676338328,155.297870192002,184.866661493883,254.109722480688,636.63996186985,499.044013104466,669.099317406583,551.037532018508
"81","MCU_004255-RA",1676.99382576082,0.727418496991929,0.090462400862814,8.04111420937255,8.90252335620762e-16,1.61399451217172e-13,2045.05459724734,1960.85874029786,2162.70293093805,2189.89841024631,1274.42085557101,1169.79518020235,1411.91296639186,1201.30692519178
"82","MCU_008758-RA",47.9871340831879,-3.51752663002696,0.440493783364874,-7.98541719058335,1.4004785149717e-15,2.50805207223896e-13,9.62584534433919,3.57006598142533,7.11025621130319,10.7876768977651,77.5833645289423,102.252574850013,110.571497368037,62.3957914836782
"83","MCU_006137-RA",123.09643407492,-5.80200571723714,0.727984827661477,-7.96995417593394,1.58733215662447e-15,2.80843044819643e-13,7.87569164536843,0,8.29529891318706,1.19863076641834,277.246435007838,140.195354196873,340.219991901652,209.740070168027
"84","MCU_011345-RA",255.195996480127,1.5325457105088,0.192889993803499,7.94517994577799,1.93909089477819e-15,3.38994640354973e-13,322.02828061062,363.254213610027,380.398707304721,450.685168173296,167.716979202272,123.474807366053,120.494580465169,113.51523510886
"85","MCU_004820-RA",167.459558093861,-5.62939758236121,0.710119746593971,-7.92739197770818,2.23796036829159e-15,3.82144744283279e-13,4.37538424742691,3.57006598142533,17.775640528258,1.19863076641834,411.876391102179,173.636447858513,516.000321050839,211.243583215826
"86","MCU_009753-RA",7319.51088845244,-1.30641597300777,0.164792407358226,-7.92764663099973,2.23337737771683e-15,3.82144744283279e-13,4891.67958862328,4689.28166660217,3882.19989137154,3392.1250689639,10311.7418913615,9325.5634459122,12410.9417879124,9652.55376687263
"87","MCU_005393-RA",55.7479469614099,-4.82497792567428,0.609392226293826,-7.91768866993695,2.41966302359518e-15,4.08422431051669e-13,6.12553794639767,1.78503299071267,0,7.19178459851004,136.911819756957,91.9630075695086,127.58249696312,74.423895866074
"88","MCU_004792-RA",5074.67168852494,-0.789517799051719,0.0998033291116747,-7.91073610548893,2.55871404061914e-15,4.26985405528318e-13,3319.16649009805,3696.80332376593,4029.14518640514,3835.61845253869,6020.69727381218,6850.92251495087,6899.37791910559,5945.64234752303
"89","MCU_009298-RA",1970.20654949818,-1.15593093127079,0.146175352283325,-7.90783749253636,2.61898377666216e-15,4.32132323149257e-13,1036.09098979069,1222.74759863818,1177.93244567256,1445.54870430052,2822.66535065593,2623.19655857361,3091.74917640626,2341.72157194768
"90","MCU_008516-RA",2101.49207876263,1.20989611586702,0.153608601932732,7.87648673735633,3.36714645579341e-15,5.49406063370291e-13,3337.54310393724,3112.20501930753,2872.54350936649,2416.43962509937,1026.83864817718,1377.51581967753,1312.68213542054,1356.16876911513
"91","MCU_011866-RB",1235.55774083289,-3.48571097033429,0.443173711734697,-7.86533785293876,3.68102620642072e-15,5.94020547706465e-13,232.770441963111,271.325014588325,152.870508543019,152.226107335129,1877.97379433293,2677.85988475128,3672.95832923825,846.477845911105
"92","MCU_004792-RC",2708.86444132888,-2.52704336883176,0.321452872638851,-7.86131835776397,3.80111337248016e-15,6.06732063857296e-13,542.547646680936,866.633516990999,1130.53073759721,665.240075362179,2909.37616983533,6446.41390123604,4011.76073784032,5098.41274508802
"93","MCU_013758-RA",977.129608243695,-1.518907025908,0.194533295847876,-7.80795400236154,5.81237890293434e-15,9.17793378382697e-13,492.66826626027,544.435062167363,579.48588122121,405.137199049399,1208.24680935514,1729.93349903481,1654.31971062178,1202.81043823958
"94","MCU_007034-RA",104.485645480811,-3.44462878823296,0.444050793875198,-7.75728550820041,8.67664503435796e-15,1.35549502478241e-12,14.0012295917661,20.5278793931956,26.070939441445,9.58904613134672,125.502501443877,152.414215342472,311.868325909848,175.911026592539
"95","MCU_002071-RB",535.443860222962,-6.51769095498081,0.840854982200714,-7.75126638118085,9.09806034028554e-15,1.40636859049572e-12,30.6276897319883,4.46258247678166,10.6653843169548,0,1172.8779225846,632.165289795993,1735.12195869843,697.630054178957
"96","MCU_014773-RA",49.3837184648661,-6.59396730271115,0.851183141895848,-7.7468255398296,9.42182625360877e-15,1.44124498473172e-12,0,2.677549486069,0,1.19863076641834,94.6973419985619,63.0235995930898,141.758329959022,91.714295915768
"97","MCU_010278-RA",101.821988328633,-7.2899504112447,0.941692254738709,-7.74132990322559,9.83822519938704e-15,1.48942615518555e-12,0,1.78503299071267,2.37008540376773,1.19863076641834,45.637273252319,362.707246637782,182.868245647138,218.009391930924
"98","MCU_006268-RB",137.262754399531,1.63038995497111,0.211939363238767,7.69271894591067,1.44040695814819e-14,2.15840573269451e-12,185.516292090901,223.129123839083,203.827344724025,220.548061020975,47.9191369149349,81.0303423339726,60.9560818823794,75.1756523899738
"99","MCU_012704-RA",72.1224210287961,-4.43266584220746,0.576928299187332,-7.68321791191621,1.55141357790596e-14,2.30126347389384e-12,7.00061479588305,10.710197944276,0,7.19178459851004,114.093183130797,113.828338040581,208.384745039762,115.77050468056
"100","MCU_002156-RA",2671.32688471086,0.641065452634052,0.0837200338955673,7.65725266468142,1.89952697276311e-14,2.78945535950263e-12,2910.50560138838,3229.12468019921,3347.74563282192,3537.15939170052,1979.51672731934,2139.5868963899,2110.78153308983,2116.19461477776
"101","MCU_006141-RA",136.272172266089,-1.95804615225661,0.256790225263929,-7.62508055064843,2.43882051451205e-14,3.54594844114946e-12,61.2553794639767,40.163242291035,56.8820496904255,64.7260613865904,254.427798381678,163.346880578008,250.912244027469,198.463722309531
"102","MCU_011986-RA",144.759318134742,-3.48184027053029,0.457858053494179,-7.60462821164409,2.85724087530945e-14,4.11358649548228e-12,18.376613839193,14.2802639257013,35.551281056516,27.5685076276218,417.581050258719,145.983235792157,304.780409411897,193.953183166132
"103","MCU_003236-RA",204.206048209579,0.997638779489077,0.132399770600695,7.5350491542607,4.88150908701561e-14,6.95970494590526e-12,281.774745534293,275.787597065107,270.189736029521,262.500137845617,112.952251299489,147.26943170222,140.340746659432,142.83373954095
"104","MCOS_0000883601-mRNA-1",130.085056697251,-4.2451713656833,0.566023504480919,-7.49999131144987,6.38220637392431e-14,9.01179813471909e-12,14.0012295917661,1.78503299071267,15.4055551244902,21.5753537955301,273.823639513914,147.912529657252,283.516659918044,282.660452986301
"105","MCU_003681-RB",993.830257742908,0.634253096231389,0.0848148140677399,7.47809334021323,7.54086332483118e-14,1.0546435992871e-11,1159.47682556813,1175.44422438429,1281.03116073646,1221.40475098029,699.391212591788,812.875815159852,822.198313762326,778.819758760128
"106","MCU_000184-RA",48.9387781316811,-6.22783600123024,0.837870108644391,-7.43293732164094,1.06212237905863e-13,1.47144029589396e-11,1.75015369897076,0,3.5551281056516,0,122.079705949953,64.3097955031529,138.923163359841,60.8922784358788
"107","MCU_011707-RA",3225.8301958371,-0.786837374896467,0.106131753427332,-7.41377909519991,1.2275032001082e-13,1.68466210220457e-11,2348.70626401876,2472.27069213704,2338.08925081687,2306.16559458889,4666.41119004962,3600.70545022153,4283.93673136164,3790.35639350248
"108","MCU_010485-RA",957.612750305353,0.986992697716398,0.134199083831545,7.35469028205388,1.91370316197403e-13,2.60210471607302e-11,1050.96729623194,1258.44825845243,1348.57859474384,1433.56239663634,586.438961292299,614.15854705511,710.209233094699,658.53871493617
