"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","B1","B2","B3","B4","ICR1","ICR2","ICR3","ICR4"
"53","MCU_003774-RB",264.28977541647,1.36409750721897,0.421053874581526,3.23972201556086,0.00119646281521456,0.315505852620357,348.367477165722,427.335877208266,323.778075207657,423.875770757187,61.7717083894226,153.486705871961,259.747334925572,115.955253805973
"54","MCU_010996-RA",34.7140276569642,-1.11003929243147,0.34273330759792,-3.23878440706943,0.00120040273666591,0.315505852620357,23.8952421160603,27.7306143279907,13.8104392268669,21.5249414837634,38.2396290029759,51.6842989160686,58.1768478855382,42.6502082964499
"55","MCU_002274-RA",7.17718983829363,-3.86318169531721,1.19957606752417,-3.22045579259556,0.00127986930418981,0.330276091533926,0,0,0,3.31152945904052,14.7075496165292,16.4450042005673,12.2908833560996,10.6625520741125
"56","MCU_010496-RA",75.5795209870047,-1.01089470697252,0.314703224486395,-3.21221591746424,0.00131715341998949,0.33382783017698,62.8822160948957,45.5066491536257,50.6382771651786,42.2220006027667,76.4792580059518,75.9602574978584,137.657893588316,113.289615787445
"57","MCU_006321-RA",98.491862977896,1.1823120903437,0.368896354446025,3.20499803290056,0.00135063403638365,0.336307875059529,222.603044975931,95.2795466654038,130.431926031521,98.5180014064555,52.9471786195051,52.4673943541908,55.7186712143182,79.9691405558436
"58","MCU_009944-RA",24.2749854516315,1.39858725465548,0.437118449098682,3.1995612574562,0.00137636934685669,0.336807071378224,49.0481285540186,27.0195729349653,35.293344690882,30.6316474961248,12.746543000992,17.2280996386895,15.5684522510595,6.6640950463203
"59","MCU_010505-RA",153.232438226229,-1.03270902694275,0.323465095902001,-3.1926443997396,0.00140976438164424,0.339131963875876,113.187988970812,104.523084774734,90.5351015983496,93.5507072178948,116.679893624465,177.762664453751,231.068607094673,298.551458075149
"60","MCU_002244-RA",2163.39673153179,-0.371033163884621,0.116544131150284,-3.18362804049029,0.00145441773066002,0.344042514187629,1568.2824694067,2076.9519090272,1922.72003902936,1976.98308704719,2386.5450511088,2649.21186716758,2407.37435334804,2319.10507611946
"61","MCU_004880-RA",1950.23247857598,0.271590015403514,0.0854756081741612,3.17739787063152,0.00148603017767096,0.34575780838826,2302.74675339508,1990.91590047112,2215.80824928842,2025.00026420328,1745.29588782813,1694.61852809655,1721.54306207769,1905.9311832476
"62","MCU_008006-RA",210.50110645008,-0.474617557695602,0.149668394312988,-3.1711274773422,0.00151848490494921,0.347610584773292,154.690251593443,204.06887979829,170.328750464692,173.855296599627,252.969853404302,268.601735275932,230.249214870933,229.244869593418
"63","MCU_010741-RA",11.419723746711,-6.909043271328,2.20238602732661,-3.13707187822773,0.00170644287111402,0.384437201106686,0,0,0,0,30.395602540827,28.9745312105233,0,31.9876562223374
"64","MCU_001283-RB",22.8629639743049,-1.5090638192828,0.484059262901522,-3.11751873156449,0.00182380356576023,0.39890616046403,20.1223091503666,8.53249671630481,4.60347974228896,14.0740002009222,38.2396290029759,26.6252448961565,36.0532578445589,34.6532942408655
"65","MCU_005362-RB",9.90294588620769,-6.70658916637258,2.15160149613495,-3.11702198498189,0.00182687947792306,0.39890616046403,0,0,0,0,34.3176157719015,21.1435768293008,23.7623744884592,0
"66","MCU_005078-RA",41.5615439573776,1.28569233928633,0.415941141420429,3.09104392726269,0.00199454124633529,0.42316335236697,55.3363501635082,55.4612286559813,89.0006083509199,37.2547064142059,16.6685562320664,28.9745312105233,31.136904502119,18.6594661296968
"67","MCU_012243-RB",881.895953503508,-0.310131262593057,0.10034698288835,-3.09058881160505,0.0019976005501717,0.42316335236697,799.861788727073,738.772007353392,777.988076446834,834.505423678212,901.082539839355,1094.76742249491,936.56531173479,971.625057753499
"68","MCU_006429-RA",3251.99528269049,-0.403213002765968,0.130964242624605,-3.07880223399402,0.00207834598094261,0.427506731993021,2693.87413750533,2642.22981648239,2763.62233862081,3102.90310312097,3679.8289140556,3360.26252498258,4455.85491269798,3317.38651405824
"69","MCU_006548-RB",264.692966359374,-0.51037830704852,0.165660604918861,-3.0808670975124,0.00206398752861716,0.427506731993021,240.210065482501,194.82534168896,240.915439846456,198.691767542431,333.371124641328,274.86649878091,276.135179400371,358.528313492032
"70","MCU_007281-RF",12.3451253136817,7.12885669346314,2.32324425347234,3.06849212380846,0.00215141999617933,0.429756735030099,10.0611545751833,0,61.3797298971862,27.3201180370843,0,0,0,0
"71","MCU_011223-RA",369.680278161699,-0.447716797808382,0.145720552602883,-3.07243412004137,0.00212320694313935,0.429756735030099,266.620596242358,347.699241189421,280.812264279627,352.677887387816,459.856051343479,436.967254472216,423.625779673567,389.183150705105
"72","MCU_013228-RA",126.313631676031,-1.15980546991802,0.378461122183886,-3.06453001889715,0.00218012294244819,0.429756735030099,54.0787058416103,108.789333132886,50.6382771651786,96.8622366769353,218.652237632401,109.633361337115,210.583801501173,161.271100120951
"73","MCU_006196-RB",2580.02866026422,0.30017732776615,0.0987908565780488,3.03851326088055,0.00237748640851623,0.462241980768094,2701.42000343672,2907.44825608087,2857.22642671402,2919.11321814422,2476.75135542352,2211.46151725724,2030.45393042766,2536.3545746295
"74","MCU_010084-RB",70.9162685171555,0.730998504416002,0.242489498829536,3.01455736411033,0.00257354538963385,0.493599050203692,111.930344648914,78.2145532327941,78.2591556189123,86.0997659350536,48.044662080662,63.4307304879023,46.7053567531785,54.6455793798264
"75","MCOS_0000883601-mRNA-1",503.690841883049,-1.44487936884972,0.481400899529317,-3.00140562733146,0.00268736324513209,0.508556620508797,301.834637255499,163.539520395842,306.898649485931,311.283769149809,324.546594871411,1237.29079223316,992.283982949109,391.848788723633
"76","MCU_006711-RA",122.961037610032,-0.88221734979732,0.295353599295195,-2.98698696038431,0.00281741739255549,0.523923599017038,100.611545751833,69.6820565164893,96.6730745880682,81.1324717464928,126.484926702151,217.700531797986,179.446896999054,111.956796778181
"77","MCU_009508-RA",1415.04501120331,0.446724845117768,0.149692293769573,2.98428752655382,0.00284239534448756,0.523923599017038,1803.46195760161,1466.8783938114,1847.5298699053,1413.19519664554,1036.39199631142,1216.14721540386,1158.62060436832,1378.13485557904
"78","MCU_002383-RB",1777.73277786885,0.592144745806517,0.200740350348507,2.9498042858772,0.00317975285084525,0.571268762177805,2148.05650180164,1847.28553907999,2484.34456758861,2069.70591190033,1220.72661817192,1090.8519453043,1532.26345839375,1828.62768071029
"79","MCU_007079-RB",462.573734542303,-0.410052805153396,0.138894029874151,-2.95227091851922,0.00315446034011264,0.571268762177805,360.943920384701,445.111912033901,359.071419898539,421.392123662906,530.45228950282,606.115869106622,488.357765349025,489.14457639991
"80","MCU_008845-RA",2889.55202683564,-0.9295137253637,0.317303825129182,-2.9294122911543,0.00339603640107579,0.602185991099511,2012.23091503666,2798.65892294798,1037.31743526245,2107.78850067929,4345.59066003049,2890.40526210923,4601.70672852369,3322.7177900953
"81","MCU_012410-RD",169.200826386402,1.15828066314035,0.395897136250808,2.92571114332728,0.00343669874438529,0.602185991099511,166.009050490525,303.614674821846,193.346149176136,269.889650911803,66.6742249282657,103.368597832137,72.1065156891177,178.597747241384
"82","MCU_003420-RA",7.63238238300641,6.44139163351772,2.24556691389113,2.86849240326402,0.00412433102781445,0.71386134485086,20.1223091503666,7.82145532327941,0,33.1152945904052,0,0,0,0
"83","MCU_000812-RC",8.53565079658141,6.59574026632542,2.31803514015496,2.84540132807672,0.00443554992864482,0.727305375314632,0,6.39937253722861,44.50030417546,17.3855296599627,0,0,0,0
"84","MCU_003395-RA",199.570774193409,0.595356622078198,0.209354185831163,2.84377701699423,0.00445822360687472,0.727305375314632,271.651173529949,186.292844972655,250.122399331034,254.98776834612,149.036502780829,155.052896748206,197.473525921334,131.949081917142
"85","MCU_005720-RB",7.59611901621041,-6.32546867643599,2.21588638031694,-2.85459973607999,0.00430910992127494,0.727305375314632,0,0,0,0,11.7660396932234,21.1435768293008,27.8593356071591,0
"86","MCU_008171-RA",286.249445393679,0.454730643478742,0.159718913120459,2.8470682312732,0.00441239040534642,0.727305375314632,363.459209028497,334.900496114964,319.174595465368,304.660710231728,224.535257479012,249.807444760998,201.570487040034,291.887363028829
"87","MCU_011108-RA",49.8696251382279,-1.25459688734438,0.440358505468037,-2.84903521055174,0.00438520270235799,0.727305375314632,42.759906944529,34.8410282582447,13.8104392268669,25.664353307564,100.991840700167,45.4195354110906,68.8289467941578,66.640950463203
"88","MCU_011711-RB",9.96044261202309,6.82110433651651,2.40479254670579,2.83646269024761,0.00456163077453186,0.735718472533303,62.8822160948957,3.55520696512701,0,13.2461178361621,0,0,0,0
"89","MCU_006450-RB",7.89487301652124,-6.38087962880697,2.26095055433649,-2.8222110459552,0.00476937797147253,0.746433280613049,0,0,0,0,9.80503307768613,15.661908762445,37.6920422920388,0
"90","MCU_007487-RA",3.66341329839491,-5.27360797934666,1.8693406643877,-2.82110590103384,0.00478584009975252,0.746433280613049,0,0,0,0,17.649059539835,7.04785894310026,3.2775688949599,1.33281900926406
"91","MCU_010992-RB",6.90759661905859,3.04273240644468,1.07679845521872,2.82572137032518,0.00471742788503713,0.746433280613049,5.03057728759165,19.9091590047112,12.2759459794372,12.418235471402,0,2.34928631436675,3.2775688949599,0
"92","MCU_008739-RB",13846.05494748,1.07091654657749,0.381405215672548,2.80781830602159,0.00498783597353491,0.769482130134575,22626.2789952654,12258.3536157579,26971.787810071,13188.9939529936,7172.3816963274,9893.62776523652,5108.91051501874,13548.1052291692
"93","MCU_011308-RE",202.251920163724,-0.397621266119961,0.141870825752063,-2.80269931476154,0.00506768920397022,0.773394762063972,163.493761846729,199.091590047112,150.380338248106,182.134120247229,226.49626409455,238.061013189164,238.443137108332,219.91513652857
"94","MCU_009821-RC",7.82192838656132,-6.36283888564947,2.27527330613229,-2.79651629916301,0.0051656805329769,0.779962806431289,0,0,0,0,16.6685562320664,0,24.5817667121992,21.3251041482249
"95","MCU_004446-RA",116.006687002221,-0.457866178985561,0.164030608087493,-2.79134598307005,0.00524893316323126,0.78419061458675,94.3233241423435,108.789333132886,92.0695948457792,93.5507072178948,141.19247631868,124.512174661438,127.005794679696,146.610091019047
"96","MCU_001896-RB",36.2609487815015,-8.57725173539685,3.09903179764448,-2.76771982201547,0.00564499620130527,0.834300427433475,0,0,0,0,50.0056686961993,0,240.081921555812,0
"97","MCU_009173-RA",22.4283507234888,1.61041043989923,0.582543049182538,2.76444881139525,0.00570190526745911,0.834300427433475,25.1528864379583,31.9968626861431,30.6898649485931,48.0171771560876,5.88301984661168,15.661908762445,18.0266289222794,3.99845702779218
"98","MCU_007044-RE",7.40702263051339,-6.28364138878832,2.27821679490825,-2.75814022740596,0.00581312551465839,0.841894800301495,0,0,0,0,15.6880529242978,19.5773859530563,0,23.9907421667531
"99","MCU_001276-RC",96.3035883382832,-0.662432964769234,0.241151955578835,-2.74695248968312,0.00601518473577017,0.849783630859844,65.3975047386915,76.0814290537179,70.5866893817641,86.0997659350536,122.562913471077,109.633361337115,150.768169168155,89.298873620692
"100","MCU_002228-RB",9.1103746414957,3.34142414125503,1.2191879013558,2.74069660430454,0.00613090904075377,0.849783630859844,25.1528864379583,6.39937253722861,29.1553717011634,5.79517655332091,3.92201323107445,0,2.45817667121992,0
"101","MCU_004901-RD",7.76229440678595,-6.35108332235523,2.31895522678721,-2.73876927376227,0.00616696357208229,0.849783630859844,0,0,0,0,31.3761058485956,9.39714525746701,0,21.3251041482249
"102","MCU_006068-RA",41.5950714134017,-0.836156508987777,0.304309718234308,-2.74771543228851,0.00600120694542904,0.849783630859844,30.1834637255499,27.7306143279907,30.6898649485931,31.459529860885,64.7132183127284,45.4195354110906,63.912593451718,38.6517512686577
"103","MCU_011611-RA",233.355207212705,1.19963978606808,0.437539121798333,2.74178862255203,0.0061105650351305,0.849783630859844,397.415605719741,260.952191240322,383.623311857414,257.471415440401,130.406939933226,117.464315718338,62.273809004238,257.234068787963
"104","MCOS_0000026501-mRNA-1",6204.69680606308,0.376450950188687,0.137807979299828,2.73170648101331,0.006300724598342,0.852028556288336,8256.4349732598,5945.01708708538,7436.1542770441,6403.67009141961,4813.29073783612,5354.80660587995,5646.43181379216,5781.76886218749
"105","MCU_004813-RC",14.276115409422,-2.38436527013968,0.873891305261419,-2.72844603875125,0.00636335002934993,0.852028556288336,0,9.95457950235562,4.60347974228896,3.31152945904052,24.5125826942153,30.5407220867678,31.956296725859,9.32973306484842
"106","MCU_006652-RA",68.58566709107,-0.91708082744159,0.336010674108037,-2.72932051898662,0.0063464985816325,0.852028556288336,47.7904842321207,54.7501872629559,29.1553717011634,57.123883168449,104.913853931242,115.898124842093,73.7453001365977,65.3081314539389
"107","MCU_004467-RB",198.331732729369,-0.73818800604555,0.271131558823286,-2.72261926737446,0.00647666507467238,0.859096330886215,222.603044975931,130.831616316674,139.638885516098,103.485295595016,224.535257479012,277.998880533399,255.650373806872,231.910507611946
"108","MCU_000780-RA",160.515538255052,0.462694324927802,0.170620818123139,2.7118280759495,0.00669132882455638,0.860518842794004,207.511313113156,181.315555221477,187.208176186418,169.715884775827,132.367946548763,119.813602032704,162.239660300515,123.952167861558
"109","MCU_001214-RB",8.19772171047713,-6.427628978506,2.37188730620382,-2.70992174109374,0.00672990851477027,0.860518842794004,0,0,0,0,11.7660396932234,0,9.83270668487969,43.983027305714
"110","MCU_002342-RC",5.50289078189756,-3.58961015676398,1.32345079520028,-2.71231100527674,0.00668158709733144,0.860518842794004,0,2.84416557210161,0,0,4.90251653884306,10.9633361337115,10.6520989086197,14.6610091019047
"111","MCU_005485-RB",6.65488529372346,-6.13333781030894,2.2559937163311,-2.71868567980035,0.00655418577416554,0.860518842794004,0,0,0,0,27.4540926175212,9.39714525746701,16.3878444747995,0
"112","MCU_005017-RC",1442.27963635344,-0.436112706317076,0.16160642972332,-2.69860987006351,0.00696297494445963,0.882370565952817,1336.87591417748,1135.53310466157,1335.0091252638,1099.42778040145,1950.22107915177,1841.05737502541,1380.67589700186,1459.43681514414
"113","MCU_001271-RB",285.963375324361,-0.814499356617695,0.303344710139895,-2.68506200830754,0.00725163509945051,0.908336214965759,238.952421160603,155.718065072563,144.242365258387,289.758827666046,333.371124641328,486.302267073918,294.161808322651,345.200123399391
"114","MCU_002636-RA",481.340882270608,-0.272692904031168,0.101636223842451,-2.68302868526359,0.00729587321257638,0.908336214965759,391.127384110251,480.663981685171,417.382163300866,450.368006429511,526.530276271745,540.335852304353,517.855885403664,526.463508659303
"115","MCU_001682-RD",6.25224683174859,5.38268519976192,2.01131701798092,2.67619930206994,0.0074462350622758,0.911072536542073,0,10.665620895381,32.2243581960227,5.79517655332091,0,0,0,1.33281900926406
"116","MCU_011164-RA",7.31781475462714,-6.26916294362341,2.34135696544708,-2.67757673696984,0.00741568634550281,0.911072536542073,0,0,0,0,21.5710727709095,28.9745312105233,0,7.99691405558436
"117","MCU_003220-RA",41.0844007787224,-1.3157525693908,0.493049562763692,-2.66860102667084,0.0076167867972661,0.923974829176049,12.5764432189791,25.5974901489144,26.0863852063041,29.8037651313647,88.2452976991752,57.9490624210466,63.093201227978,25.3235611760171
"118","MCU_013053-RA",13.6359826517259,2.09102711386242,0.785074971636181,2.66347443162593,0.00773382890123827,0.930222318604023,36.4716853350395,5.68833114420321,33.7588514434524,12.418235471402,3.92201323107445,3.91547719061126,4.91635334243984,7.99691405558436
"119","MCU_006832-RA",34.7558748462379,-0.768832485060034,0.289057498584874,-2.65979083339465,0.00781891922167361,0.93255395389255,25.1528864379583,24.886448755889,26.0863852063041,26.4922356723242,46.0836554651248,47.7688217254573,33.5950811733389,47.9814843335061
